country,yearQ,year,quarter,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,woe_country_code,GDP_cte,GDP_cur,GDP_per_cap_cte,inflation_mean,inflation_end,unemployment,lending_borroeing_rate,account_balance,develop,ln_GDP_cte,ln_GDP_cur,ln_GDP_per_cap_cte,taxes,vix_EUA,vix_EUR,Scale,nominal_rate,GDP_per_cap_cur_USD,ln_GDP_per_cap_cur,yearnum,post_08,post_09,post_15,post_16,post_17,ticker.x,fx_volatility.x,ticker.y,fx_volatility.y
India,2008Q4,2008,4,37513.5165,73.17206237654662,0.022559008064163444,23776.468249999998,10137.7525,35060.35825,35060.35825,20.67825,113.34425,2319.1357500000004,2453.15825,534,3891,4356.042,2387,9.089,9.36,NA,-8.982,-2.28,EM,8.266421472984554,8.379319125879647,7.77779262633883,45.2283103406782,32.58267175572519,33.70876145038169,Units,6.5,998.5223390192679,6.906276525183743,2008,YES,NO,NO,NO,NO,17,3.512750494232851,INR,3.512750494232851
India,2009Q4,2009,4,42560.79,75.26808173018833,0.020688249071682617,25380.053,13159.68,39817.528,39817.528,48.925000000000004,87.062,2607.275,2743.262,534,8480,4761.455,6942,12.314,10.538,NA,-9.534,-2.815,EM,9.045465728785949,8.468308572786123,8.845345196421732,50.2709520503202,31.598494208494223,33.634777606177614,Units,4.75,1101.9608400223901,7.004846453711582,2009,YES,YES,NO,NO,NO,17,1.4155646564829905,INR,1.4155646564829905
India,2010Q4,2010,4,47734.675,70.95716631252608,0.02204830710002573,27705.86225,14486.4875,44870.01225,44870.01225,116.9625,102.88875,2644.81175,2864.66275,534,10260,5311.154,8730,10.528,9.166,NA,-8.626,-2.802,EM,9.23600811872476,8.577564416424531,9.074520648833648,43.3847617348911,22.49457831325302,26.361271485943774,Units,6.25,1357.5637191326218,7.213446989294076,2010,YES,YES,NO,NO,NO,17,0.8902610420369276,INR,0.8902610420369276
India,2011Q4,2011,4,53983.1315,67.43210795135796,0.020993228924098887,30166.59825,16405.5125,50558.80825,50558.80825,263.062,153.05825,3008.20275,3424.32325,534,6638,5782.036,5190,9.5,8.781,NA,-8.349,-4.29,EM,8.80056599227992,8.66251114877621,8.554488976159934,48.3843778852168,24.20257936507937,30.077896825396813,Units,8.5,1458.1035268617675,7.284891916125821,2011,YES,YES,NO,NO,NO,17,2.6516501180408754,INR,2.6516501180408754
India,2012Q4,2012,4,61632.825,67.15907924723386,0.018634789521758337,33009.25725,18943.184999999998,57678.149750000004,57678.149750000004,343.2765,234.8615,3376.53675,3954.6752500000002,534,5456,6214.485,4055,10,10.488,NA,-7.55,-4.806,EM,8.604471199523298,8.734638136472782,8.307705966549513,44.8389100348776,17.815490196078425,24.584285490196052,Units,8,1443.8795293904227,7.275088887572445,2012,YES,YES,NO,NO,NO,17,2.2527930760461,INR,2.2527930760461
India,2013Q4,2013,4,69673.22899999999,67.04775808406082,0.01680545027396839,37270.4595,21440.225,65440.947,65440.947,346.62525,220.073,3665.58375,4232.282,534,6386,6727.337,5005,9.4,7.663,NA,-7,-1.737,EM,8.761863373274727,8.81393465339635,8.518192691749322,46.5792127739105,14.22903100775193,18.533330620155034,Units,7.75,1449.605912338698,7.279047013880493,2013,YES,YES,NO,NO,NO,17,3.939705198601864,INR,3.939705198601864
India,2014Q4,2014,4,78209.4425,66.5977794348137,0.016324980191679713,43425.4795,23506.925,73267.852,73267.852,1015.04025,153.51525,3773.0355,4941.5905,534,7410,7359.577,6015,5.8,5.272,NA,-7.071,-1.314,EM,8.910585718290132,8.90375773724521,8.70201162840878,47.6731165160931,14.131210937500002,18.281921875000005,Units,8,1573.8814921105177,7.361300135234662,2014,YES,YES,NO,NO,NO,17,1.0916811642770796,INR,1.0916811642770796
India,2015Q4,2015,4,87272.074,67.43270907665432,0.015487481010508479,50173.67275,26308.875,81916.42275,81916.42275,1369.73625,122.713,3863.20175,5355.65125,534,7996,8030.815,6594,4.9,5.259,NA,-7.203,-1.05,EM,8.98669669562029,8.991041296186614,8.793915423631676,42.8559410359832,16.721011673151743,23.99266614785993,Units,6.75,1605.6054335548802,7.3812561816037565,2015,YES,YES,YES,NO,NO,17,1.6232439891320327,INR,1.6232439891320327
India,2016Q4,2016,4,97971.0315,68.19581590676954,0.014895504714154222,54924.20725,29830.575,92135.06475,92135.06475,1480.9185,126.66825,4228.3795,5835.96675,534,8256,8783.888,6851,4.5,3.569,NA,-7.118,-6.26e-4,EM,9.018695487721343,9.08067441321265,8.832149906002899,41.254222699108,15.863488372093013,23.590334883720946,Units,6.25,1732.5642617842798,7.4573578223151475,2016,YES,YES,YES,YES,NO,17,0.62497284814273,INR,0.62497284814273
India,2017Q4,2017,4,108318.8625,67.74274174841298,0.015453396053219734,61881.24675,32667.05,102031.53675,102031.53675,1882.3695,185.61275,4219.34375,6287.32575,534,7044,9579.686,5654,3.602,4.594,NA,-6.361,-1.834,EM,8.859931469616097,9.167400093809787,8.640118538253535,44.1572934195377,11.090891472868222,14.76677790697675,Units,6,1981.651049899201,7.591685639802946,2017,YES,YES,YES,YES,YES,17,1.2546557255104898,INR,1.2546557255104898
India,2018Q4,2018,4,120203.404,67.28343528205626,0.014517253577687458,72180.10925000001,34131.505000000005,113441.67925,113441.67925,1790.291,230.64575,4740.78825,6761.72475,534,6120,10413.608,4742,3.428,2.465,NA,-6.27,-2.108,EM,8.719317375506371,9.250868691378122,8.464214266625351,NA,16.569101562499988,16.331809375,Units,6.5,2005.8630045240309,7.603829673330411,2018,YES,YES,YES,YES,YES,17,3.275856908977993,INR,3.275856908977993
India,2019Q4,2019,4,133281.6785,68.43363924139629,0.01428612377342482,80102.92850000001,36163.55,126311.3635,126311.3635,1656.31925,295.6225,5018.3735,6970.315,534,4228,11043.18,2875,4.536,5.766,NA,-7.442,-1.126,EM,8.349484346990128,9.309568321832788,7.963807953231451,NA,15.383007812499997,15.049324218750007,Units,5.15,2104.1459000333275,7.6516649155757115,2019,YES,YES,YES,YES,YES,17,1.0127722597733697,INR,1.0127722597733697
Indonesia,2004Q4,2004,4,1271733.9610000001,54.005960901785606,1.09840619059762e-4,41109.165,332143.5,644020.665,644020.665,299.86175,19471.721,607941.71375,627713.29625,536,5031,1245.405,3554,6.06,6.385,9.86,-2.6000000000000003e-4,1.881,EM,8.523374050491318,7.127216057204662,8.175829008714597,28.1862969911652,15.456793893129769,18.886297709923657,Units,9.75,1150.2613149956467,7.0477444259753685,2004,NO,NO,NO,NO,NO,16,330.51475562390067,IDR,330.51475562390067
Indonesia,2005Q4,2005,4,1305584.5055,46.8480900610457,1.0179066129521776e-4,35571.89725,305054.625,630646.7722499999,630646.7722499999,686.36725,44569.725,629681.6410000001,674937.7332499999,536,5693,1357.299,4206,10.465,17.138,11.24,4.24e-4,5.13e-4,EM,8.646992628951082,7.213251974546852,8.344267356262645,NA,12.779846153846155,14.031134999999999,Units,9.75,1263.2873205457474,7.141472587013476,2005,NO,NO,NO,NO,NO,16,341.875897809304,IDR,341.875897809304
Indonesia,2006Q4,2006,4,1303802.9640000002,38.292422436381614,1.0921704187493357e-4,36448.03675,293916.75,635715.53675,635715.53675,1487.303,96579.0395,570021.08525,668087.42725,536,5501,1475.301,4018,13.101,6.585,10.28,3.72e-4,2.408,EM,8.612685172875459,7.29661731575153,8.29853954537488,NA,12.78038461538462,16.52674884615384,Units,9.75,1589.801488661421,7.371364437521403,2006,NO,NO,NO,NO,NO,16,172.89321440422938,IDR,172.89321440422938
Indonesia,2007Q4,2007,4,1354062.9015000002,33.59516840082661,1.0893377271511445e-4,59379.35,315126.5,658929.6,658929.6,12414.31725,121863.5455,560855.439,695133.30175,536,6345,1611.057,4850,6.32,5.794,9.11,-9.469999999999999e-4,1.445,EM,8.755422380148488,7.384645764301521,8.48673398393153,NA,17.45256704980844,19.614428735632167,Units,8,1860.0027631068176,7.528333252247443,2007,NO,NO,NO,NO,NO,16,166.33183176024,IDR,166.33183176024
Indonesia,2008Q4,2008,4,1541000.0444999998,31.13137967472052,1.0371325028535889e-4,135791.81524999999,310378.25,726511.06525,726511.06525,77652.4315,110170.37725,626666.17075,814488.97925,536,7442,1764.614,5931,9.868,11.057,8.39,5.4e-5,2.2e-5,EM,8.914894908906568,7.475687248565894,8.687948111838727,33.300968598736,32.58267175572519,33.70876145038169,Units,9.25,2166.8541670002546,7.681031702086871,2008,YES,NO,NO,NO,NO,16,865.1689828912978,IDR,865.1689828912978
Indonesia,2009Q4,2009,4,1611962.6565,27.781721731555745,9.846767310496654e-5,115878.041,322909,720864.041,720864.041,129181.714,105101.525,656815.37675,891098.61575,536,4702,1861.668,3230,4.803,2.769,7.87,-1.644,1.84,EM,8.455743229100015,7.529228139039053,8.080237416216702,37.4219646640445,31.598494208494223,33.634777606177614,Units,6.5,2261.247223745765,7.72367180895674,2009,YES,YES,NO,NO,NO,16,842.2934698203225,IDR,842.2934698203225
Indonesia,2010Q4,2010,4,1635514.0745,24.998071210716272,1.1077119014614345e-4,195134.43875,253107.25,726739.68875,726739.68875,177929.82575,137178.479,593666.081,908774.38575,536,6378,2003.475,4882,5.141,6.963,7.14,-1.242,7.019999999999999e-4,EM,8.760609847570002,7.602638451835132,8.493310250952906,35.8837315880877,22.49457831325302,26.361271485943774,Units,6.5,3122.3628152164947,8.04634530675645,2010,YES,YES,NO,NO,NO,16,530.0800473612595,IDR,530.0800473612595
Indonesia,2011Q4,2011,4,1745594.635,23.4181273947845,1.1369035649724769e-4,215930.85450000002,238596,755782.1045,755782.1045,246780.545,137658.99875,605372.98625,989812.53025,536,6170,2171.519,4262,5.343,3.779,6.56,-7.03e-4,1.89e-4,EM,8.727454116899434,7.683182201648778,8.357493812658563,35.6160830090791,24.20257936507937,30.077896825396813,Units,6,3643.0439361610156,8.2005748573698245,2011,YES,YES,NO,NO,NO,16,208.9314926652986,IDR,208.9314926652986
Indonesia,2012Q4,2012,4,1937219.85775,23.180731913556837,1.0553183706111602e-4,244963.75625,264318.75,854902.75625,854902.75625,295874.574,159789.6525,626652.8755000001,1082317.1014999999,536,6030,2346.626,4546,3.981,3.655,6.14,-1.586,-2.657,EM,8.704502289721232,7.760733830788365,8.422003004412488,34.7591144860162,17.815490196078425,24.584285490196052,Units,5.75,3694.3489460323703,8.21455961921944,2012,YES,YES,NO,NO,NO,16,566.5036030219501,IDR,566.5036030219501
Indonesia,2013Q4,2013,4,2168127.25175,23.702064330499788,9.293947480034462e-5,283596.68525,293633.5,929716.93525,929716.93525,393669.7625,192946.991,651793.56275,1238410.3165,536,5557,2520.492,4118,6.411,8.078,6.25,-2.217,-3.176,EM,8.622813673279921,7.83220939954423,8.323122887587735,35.2013623410023,14.22903100775193,18.533330620155034,Units,7.5,3623.911582351342,8.195309269059317,2013,YES,YES,NO,NO,NO,16,828.8647323481183,IDR,828.8647323481183
Indonesia,2014Q4,2014,4,2534258.8540000003,24.82691360746285,8.33775549915866e-5,341350.9255,347951.75,1051752.6755000001,1051752.6755000001,594485.43825,187682.50575,700338.2347500001,1482506.17875,536,5007,2695.668,3613,6.397,8.363,5.94,-2.146,-3.087,EM,8.518592212329946,7.899401319048587,8.19229373114764,35.2515101603578,14.131210937500002,18.281921875000005,Units,7.75,3491.6247908576693,8.158122462978522,2014,YES,YES,NO,NO,NO,16,320.313379009023,IDR,320.313379009023
Indonesia,2015Q4,2015,4,2985995.4035,26.74330439723578,7.30383864357341e-5,378745.012,440852.75,1189685.512,1189685.512,840454.243,193527.049,762328.5995,1796309.8915,536,4876,2856.55,3472,6.361,3.359,6.18,-2.604,-2.035,EM,8.492080490601163,7.957369881949711,8.15248607578024,39.9883726135378,16.721011673151743,23.99266614785993,Units,7.5,3331.6951275862816,8.11123650077706,2015,YES,YES,YES,NO,NO,16,526.5256813332549,IDR,526.5256813332549
Indonesia,2016Q4,2016,4,3377782.562,28.02319886905734,7.56395631791559e-5,462532.3695,521974.25,1353174.6195,1353174.6195,1007729.0927500001,227426.72225,789452.127,2024607.94225,536,5033,3031.39,3851,3.527,3.021,5.61,-2.486,-1.819,EM,8.52377150677636,8.016776539186283,8.25608813381491,42.8233538606091,15.863488372093013,23.590334883720946,Units,4.75,3562.8457564197097,8.178314874301032,2016,YES,YES,YES,YES,NO,16,248.48490042904407,IDR,248.48490042904407
Indonesia,2017Q4,2017,4,3790279.18725,28.832176055233678,7.451994488978608e-5,550971.70525,576686.25,1513887.95525,1513887.95525,1198011.9035,267302.86125,811076.468,2276391.2325,536,5070,3245.058,3920,3.809,3.608,5.5,-2.509,-1.595,EM,8.531096096585228,8.08488850263023,8.273846932784508,38.8197326535585,11.090891472868222,14.76677790697675,Units,4.25,3837.6517312111655,8.252615930191633,2017,YES,YES,YES,YES,YES,16,100.3776689957803,IDR,100.3776689957803
Indonesia,2018Q4,2018,4,4311680.9995,30.025034812212283,6.954010952126256e-5,707271.186,634042,1732658.436,1732658.436,1381492.997,330806.39575,866723.17075,2579022.5637499997,536,5170,3495.968,4053,3.292,3.157,5.34,-1.75,-2.938,EM,8.550627967502475,8.159365583415456,8.307212626628308,38.5953178423691,16.569101562499988,16.331809375,Units,6,3893.8464247557094,8.267152746211346,2018,YES,YES,YES,YES,YES,16,551.447529690856,IDR,551.447529690856
Indonesia,2019Q4,2019,4,4655750.57675,30.061800256635614,7.085257216153524e-5,828509.8895,690953,1923383.8895,1923383.8895,1513281.29625,372862.2965,846223.0945,2732366.68725,536,5025,3735.644,3943,2.82,2.586,5.28,-2.229,-2.715,EM,8.522180732927277,8.225675505729212,8.279697133877628,NA,15.383007812499997,15.049324218750007,Units,5,4135.569262815537,8.327380267345122,2019,YES,YES,YES,YES,YES,16,139.48716103128527,IDR,139.48716103128527
Malaysia,2004Q4,2004,4,203.28875,41.279071843715826,0.2631578947368421,100.79525,34.2755,135.26225,135.26225,44.43325,6.8927499999999995,16.70075,68.0265,548,6783,397548,4371,1.42,2.183,3.55,-3.353,11.099,EM,8.82217476094608,12.893070960503241,8.382747094863314,45.1155958872412,15.456793893129769,18.886297709923657,Units,2.7,4952.212975043699,8.50758982132405,2004,NO,NO,NO,NO,NO,21,0.011240766535330139,MYR,0.011240766535330139
Malaysia,2005Q4,2005,4,228.9535,41.79458073316827,0.26404358556371826,123.6115,33.81025,158.0995,158.0995,47.6615,8.05975,15.1325,70.85374999999999,548,4976,430328,2709,3.039,3.211,3.55,-2.833,13.764,EM,8.512381634419015,12.972302987590455,7.904334842085095,46.6553154661675,12.779846153846155,14.031134999999999,Units,3,5587.025649623394,8.628202340396058,2005,NO,NO,NO,NO,NO,21,0.017339634541907924,MYR,0.017339634541907924
Malaysia,2006Q4,2006,4,245.75575,40.53923686233859,0.2744946705952026,147.78025,35.189499999999995,184.24125,184.24125,41.32375,7.01225,13.17875,61.51475,548,5584,468110,4189,3.621,3.146,3.325,-2.602,15.362,EM,8.627660644442209,13.05645859001661,8.340217320947035,46.4173325606876,12.78038461538462,16.52674884615384,Units,3.5,6209.124508256311,8.733775184031659,2006,NO,NO,NO,NO,NO,21,0.05841159281919709,MYR,0.05841159281919709
Malaysia,2007Q4,2007,4,269.459,40.76811976533145,0.2934795796694352,168.45625,36.08325,206.60225,206.60225,45.5985,7.9905,9.268,62.85725,548,6299,510964,5246,2.027,2.288,3.225,-2.571,14.663,EM,8.74814616962193,13.14405441660627,8.56522116042682,45.9397041631411,17.45256704980844,19.614428735632167,Units,3.5,7243.455987447029,8.887853717818707,2007,NO,NO,NO,NO,NO,21,0.06239803257712555,MYR,0.06239803257712555
Malaysia,2008Q4,2008,4,299.045,38.516749534621894,0.29944337020782835,177.51925,42.7515,222.813,222.813,59.424,9.23725,7.57075,76.232,548,4832,546073,2933,5.429,4.473,3.325,-3.405,16.295,EM,8.48301573961465,13.210507945423743,7.983781068977451,48.1235564378917,32.58267175572519,33.70876145038169,Units,3.25,8474.586828762278,9.044827179291783,2008,YES,NO,NO,NO,NO,21,0.14939388545834942,MYR,0.14939388545834942
Malaysia,2009Q4,2009,4,355.60675,46.930039452958496,0.28447797064699853,202.52875,93.56775,298.794,298.794,44.2365,4.94775,7.6282499999999995,56.81275,548,-1514,541907,-3204,5.97e-4,1.019,3.675,-5.88,14.829,EM,NA,13.202849678983231,NA,46.0295004610716,31.598494208494223,33.634777606177614,Units,2,7292.494447279078,8.894600940312595,2009,YES,YES,NO,NO,NO,21,0.09294186450211434,MYR,0.09294186450211434
Malaysia,2010Q4,2010,4,411.68975,51.14740581090845,0.31517685299097653,212.74824999999998,106.339,321.6715,321.6715,75.84225,7.11575,7.0600000000000005,90.01825,548,7528,589491,5623,1.72,2.119,3.3,-4.319,9.941,EM,8.926384681265215,13.287014731667446,8.634620608292202,45.5888158632623,22.49457831325302,26.361271485943774,Units,2.75,9040.566251171724,9.109477089828472,2010,YES,YES,NO,NO,NO,21,0.10601227617717325,MYR,0.10601227617717325
Malaysia,2011Q4,2011,4,463.79725,52.0656701538461,0.32242373550338504,229.94375,111.08425,343.11199999999997,343.11199999999997,104.5805,8.8955,7.209,120.685,548,5293,633662,3578,3.174,2.964,3.05,-3.568,10.741,EM,8.574140471857987,13.359270968230362,8.182559264068665,51.1484799292413,24.20257936507937,30.077896825396813,Units,3,10399.372753345,9.249500771132245,2011,YES,YES,NO,NO,NO,21,0.06849172292111003,MYR,0.06849172292111003
Malaysia,2012Q4,2012,4,510.6105,52.970646862677626,0.32315406359094095,259.219,112.25150000000001,373.6415,373.6415,119.46725,6.9822500000000005,10.51975,136.96925,548,5474,681166,3872,1.664,1.248,3.025,-3.103,5.094,EM,8.607764889600624,13.431561314604888,8.261526448396468,52.0407672476817,17.815490196078425,24.584285490196052,Units,3,10817.44287428555,9.288915191224042,2012,YES,YES,NO,NO,NO,21,0.05186024685868774,MYR,0.05186024685868774
Malaysia,2013Q4,2013,4,558.43175,55.3755693268121,0.31252953813875,279.85275,120.91050000000001,402.71825,402.71825,130.7815,7.40275,17.52925,155.7135,548,4694,725649,2255,2.105,3.223,3.1,-3.478,3.435,EM,8.454040376410969,13.49482170582273,7.720905251936779,52.0142925300721,14.22903100775193,18.533330620155034,Units,3,10970.123284901401,9.30293079157453,2013,YES,YES,NO,NO,NO,21,0.08875239169307376,MYR,0.08875239169307376
Malaysia,2014Q4,2014,4,608.1295,55.6614376021887,0.3023054799106446,287.33475,150.22975,439.56725,439.56725,137.557,8.7075,22.29775,168.5625,548,6007,783473,4299,3.143,2.663,2.875,-2.628,4.327,EM,8.700680734850161,13.571491879431395,8.366137716496281,52.8581131505907,14.131210937500002,18.281921875000005,Units,3.25,11319.079757275564,9.334245054925782,2014,YES,YES,NO,NO,NO,21,0.08142025662342042,MYR,0.08142025662342042
Malaysia,2015Q4,2015,4,658.82075,57.0642830532453,0.24779361139319736,301.7835,164.296,468.34525,468.34525,153.5265,8.216,28.733,190.47525000000002,548,5007,831268,3399,2.104,2.683,3.15,-2.546,2.987,EM,8.518592212329946,13.630707524853092,8.131236549696116,46.3551342148625,16.721011673151743,23.99266614785993,Units,3.25,9955.242126536108,9.205854538305594,2015,YES,YES,YES,NO,NO,21,0.3007442152149627,MYR,0.3007442152149627
Malaysia,2016Q4,2016,4,692.012,56.83954318493929,0.24192868300164205,297.92,172.9305,473.565,473.565,168.69400000000002,14.36575,35.38775,218.44725,548,4450,877249,2972,2.076,1.742,3.45,-2.603,2.393,EM,8.400659375160286,13.684546153518907,7.99699040583765,46.8939982393455,15.863488372093013,23.590334883720946,Units,3,9817.740860962142,9.191946319989986,2016,YES,YES,YES,YES,NO,21,0.1657937039381976,MYR,0.1657937039381976
Malaysia,2017Q4,2017,4,740.07775,55.712589927818286,0.2353814452122742,330.542,214.3635,549.65925,549.65925,144.01075,3.44375,42.964,190.41825,548,5742,945089,4457,3.799,3.51,3.425,-2.413,2.792,EM,8.655562860681009,13.759034381935411,8.402231172946555,47.7170284581736,11.090891472868222,14.76677790697675,Units,3,10254.234024258763,9.235445974811782,2017,YES,YES,YES,YES,YES,21,0.11510603555094502,MYR,0.11510603555094502
Malaysia,2018Q4,2018,4,782.4475,55.1288753336349,0.2474250129255208,351.0155,239.57125,594.418,594.418,148.25125,11.77825,28.00025,188.02975,548,4741,1014.018,3578,9.69e-4,1.65e-4,3.325,-3.308,2.114,EM,8.464003362902119,6.921675935472863,8.182559264068665,51.1681516750156,16.569101562499988,16.331809375,Units,3.25,11373.233002567642,9.339017891318962,2018,YES,YES,YES,YES,YES,21,0.10880139302047015,MYR,0.10880139302047015
Malaysia,2019Q4,2019,4,838.8125,56.4122257627206,0.24241278737091254,359.305,280.50675,642.111,642.111,151.11675,19.2305,26.354,196.70125,548,4330,1076.373,3693,6.630000000000001e-4,9.91e-4,3.275,-3.175,3.292,EM,8.373322820996535,6.981352334926112,8.214194414852564,NA,15.383007812499997,15.049324218750007,Units,3,11414.837661866755,9.34266933738811,2019,YES,YES,YES,YES,YES,21,0.04046778384595614,MYR,0.04046778384595614
Mexico,2004Q4,2004,4,1711.16975,20.35122290657433,0.08842349531570995,868.66275,136.66325,1005.32575,1005.32575,474.74525,62.76675,168.33225,705.84425,273,3921,1446.697,2495,4.694,5.191,3.919,-1.41,-7.149999999999999e-4,EM,8.27410200229233,7.277038305948456,7.822044008185619,NA,15.456793893129769,18.886297709923657,Units,8.75,7484.486541930294,8.920587696228253,2004,NO,NO,NO,NO,NO,20,0.20405198708549652,MXN,0.20405198708549652
Mexico,2005Q4,2005,4,1809.9645,19.49327058397182,0.09143061047174036,909.396,172.1065,1081.5025,1081.5025,521.4635,55.3965,151.60225,728.462,273,2308,1526.184,0.87,3.99,3.333,3.478,-1.499,-8.77e-4,EM,7.744136627627991,7.3305257812466555,-0.13926206733350766,NA,12.779846153846155,14.031134999999999,Units,8.27,8277.671251496035,9.021316958001838,2005,NO,NO,NO,NO,NO,20,0.22157258752890224,MXN,0.22157258752890224
Mexico,2006Q4,2006,4,2019.6295,19.725736975740812,0.09043572562103387,1109.44525,235.9325,1345.37775,1345.37775,485.3795,59.658249999999995,129.21425,674.25225,273,4495,1643.052,2984,3.634,4.053,3.528,-1.282,-3.64e-4,EM,8.410720946905721,7.404310766958225,8.001019961323651,NA,12.78038461538462,16.52674884615384,Units,7.02,9068.294387012347,9.112539475482063,2006,NO,NO,NO,NO,NO,20,0.24148635411445657,MXN,0.24148635411445657
Mexico,2007Q4,2007,4,2237.209,20.06876885779582,0.09145974914033905,1338.5875,285.84025,1624.4279999999999,1624.4279999999999,484.7865,59.60425,68.39025,612.7810000000001,273,2291,1725.853,0.783,3.969,3.759,3.61,-1.527,-9.4e-4,EM,7.736743682453495,7.4534766999978315,-0.2446225829913339,NA,17.45256704980844,19.614428735632167,Units,7.57,9642.680605049109,9.173954420013185,2007,NO,NO,NO,NO,NO,20,0.1219388510384321,MXN,0.1219388510384321
Mexico,2008Q4,2008,4,2478.17275,20.48806479321422,0.08931380908862954,1452.6245,293.3915,1746.0162500000001,1746.0162500000001,582.95975,63.2755,85.92150000000001,732.1564999999999,273,1144,1779.54,-0.358,5.13,6.528,3.887,-7.13e-4,-1.514,EM,7.042286171939743,7.484110182921836,NA,24.6660120294125,32.58267175572519,33.70876145038169,Units,8.25,10016.571304388359,9.211996130889363,2008,YES,NO,NO,NO,NO,20,1.1647012761179951,MXN,1.1647012761179951
Mexico,2009Q4,2009,4,2936.2875,24.141166875871598,0.0740370269534743,1686.632,431.1705,2117.8025,2117.8025,613.7985,67.94375,136.7425,818.485,273,-5286,1698.329,-6674,5.296,3.574,5.328,-4.125,-8.66e-4,EM,NA,7.437400105464361,NA,27.4903433371839,31.598494208494223,33.634777606177614,Units,4.5,8002.972106498067,8.987568264980249,2009,YES,YES,NO,NO,NO,20,0.6066365641558562,MXN,0.6066365641558562
Mexico,2010Q4,2010,4,3262.524,25.269432783894963,0.08003967467390154,1712.939,501.2735,2214.21225,2214.21225,759.8172500000001,97.76675,190.72725,1048.31175,273,5118,1806.054,3617,4.155,4.402,5.273,-3.975,-4.6100000000000004e-4,EM,8.540519016719735,7.498899633862151,8.193400231952097,28.2840104220086,22.49457831325302,26.361271485943774,Units,4.5,9271.39823324639,9.134689481408474,2010,YES,YES,NO,NO,NO,20,0.2632560931404947,MXN,0.2632560931404947
Mexico,2011Q4,2011,4,3588.2535000000003,25.403247874904782,0.07850216193322782,1641.634,459.00149999999996,2100.6352500000003,2100.6352500000003,1114.6075,126.55375000000001,246.457,1487.61825,273,3663,1911.319,2227,3.404,3.819,5.172,-3.336,-1.008,EM,8.206037762778815,7.555548858619079,7.708410667257367,27.8520309847628,24.20257936507937,30.077896825396813,Units,4.5,10203.420854311318,9.230478320919433,2011,YES,YES,NO,NO,NO,20,0.8152399616181462,MXN,0.8152399616181462
Mexico,2012Q4,2012,4,4113.42975,26.580209504101177,0.07639012638369472,1654.17975,436.892,2091.0715,2091.0715,1576.366,148.554,297.43825,2022.35825,273,3642,2018.932,2247,4.111,3.568,4.891,-3.726,-1.553,EM,8.200288260287554,7.6103239377060286,7.717351272185329,27.0774579907313,17.815490196078425,24.584285490196052,Units,4.5,10241.72791537447,9.234225626094002,2012,YES,YES,NO,NO,NO,20,0.3940548949922016,MXN,0.3940548949922016
Mexico,2013Q4,2013,4,4585.62925,28.498921368500394,0.0775174740074682,1746.33475,434.176,2180.5102500000003,2180.5102500000003,1916.3205,135.38125,353.41700000000003,2405.119,273,1354,2082.17,0.029,3.804,3.974,4.901,-3.707,-2.473,EM,7.21081845347222,7.641165898098995,-3.540459448995663,31.2724165722652,14.22903100775193,18.533330620155034,Units,3.5,10725.183316603581,9.280349836107353,2013,YES,YES,NO,NO,NO,20,0.3253156785551882,MXN,0.3253156785551882
Mexico,2014Q4,2014,4,5257.22425,30.919656400346003,0.07385855115909525,1904.43775,550.447,2454.88425,2454.88425,2128.986,255.46375,417.88975,2802.34,273,2804,2180.178,1499,4.019,4.081,4.824,-4.537,-1.934,EM,7.938802248154481,7.6871618038259895,7.312553498102598,30.5145999517275,14.131210937500002,18.281921875000005,Units,3,10922.376048864655,9.298568812522669,2014,YES,YES,NO,NO,NO,20,0.4360020369480075,MXN,0.4360020369480075
Mexico,2015Q4,2015,4,5866.36125,32.301515268841825,0.06178503418607503,1912.38125,711.70125,2624.08275,2624.08275,2504.868,196.12875,541.28175,3242.2785,273,3288,2275.306,2014,2.719,2.131,4.349,-4,-2.649,EM,8.098034756176071,7.729869827834503,7.607878073278507,34.7222831247457,16.721011673151743,23.99266614785993,Units,3.25,9605.952351031388,9.170138221878446,2015,YES,YES,YES,NO,NO,20,0.8166970560412266,MXN,0.8166970560412266
Mexico,2016Q4,2016,4,6481.61175,33.309830614164916,0.052465570649553386,2308.849,552.19325,2861.04225,2861.04225,2796.904,174.65725,649.00825,3620.5695,273,2911,2365.776,1680,2.82,3.36,3.883,-2.767,-2.255,EM,7.976251943745623,7.7688613655002,7.426549072397305,35.7061875408665,15.863488372093013,23.590334883720946,Units,5.75,8739.756042809295,9.075637555537964,2016,YES,YES,YES,YES,NO,20,0.9383604008032356,MXN,0.9383604008032356
Mexico,2017Q4,2017,4,6873.9965,32.20923804455103,0.05368400460261227,2608.2395,573.0020000000001,3181.241,3181.241,2857.55725,191.72725,643.471,3692.7555,273,2118,2461.382,0.936,6.042,6.773,3.421,-1.064,-1.77,EM,7.658227526161352,7.808478259800146,-0.06613980250454495,35.7564754229319,11.090891472868222,14.76677790697675,Units,7.25,9278.418168337626,9.13544635525287,2017,YES,YES,YES,YES,YES,20,1.0590908989393042,MXN,1.0590908989393042
