country,year,real_interest_rate,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,foreign_participation_percent_GDP,foreign_ex_officials_participation_percent_GDP,foreign_nonbank_participation_percent_GDP,GDP_cte_billions,GDP_cur_billions,GDP_cur_USD_billions,GDP_percapita_cte,GDP_percapita_cur,GDP_percapita_cur_USD,total_investment_percent_GDP,gross_national_savings_percent_GDP,inflation_average,inflation_end,unemployment_rate,general_gov_revenue_billions,general_gov_revenue_percent_GDP,general_gov_expenditures_billions,general_gov_expenditures_percent_GDP,lending_borrowing_billions,lending_borrowing_percent_GDP,current_account_billions,current_account_percent_GDP,ln_GDP_cte_billions,ln_GDP_cur_billions,ln_GDP_percapita_cur_USD,taxes,vix_EUA,vix_EUR,nominal_rate,continent,control_corruption_rank,gov_effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank,fx_volatility,int_liq,post_08,post_09,post_12,post_13,post_15,post_16,post_17,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,develop,US_nominal_rate
China,2015,4.353588328414606,27610.52725,41.06283524049495,0.15940404577428974,3324.45825,22063.5375,26919.26575,26919.26575,25.66675,93.73075,571.86375,691.2615,9.987975616596424,1.7251638036872756,0.3708565762121517,69.20936999999999,69.20936999999999,11.113528,50348.002,50348.002,8.0848,43.033,45.77,1.441,1.6,4.05,19.941522,28.813,21.873915,31.605,-1.932393,-2.792,304.164,2.737,4.237136258081523,4.237136258081523,2.089985755555507,20.6405207284472,16.721011673151743,23.99266614785993,4.35,Asia,48.07692,68.26923,26.19048,44.23077,39.90385,4.926108,0.08753726397114758,NA,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.375
China,2016,2.9017745728390141,31344.398,43.421143755494704,0.14973255592142057,2823.4049999999997,26202.842,30554.62175,30554.62175,33.92425,155.13725,600.7145,789.77625,10.587089601040647,2.53440267494388,0.45476054059374815,73.949359,74.59805100000001,11.227075000000001,53481.467,53950.612,8.119617,42.655,44.456,2.003,2.1,4.02,21.047934,28.215,23.810304,31.918,-2.7623699999999998,-3.703,202.203,1.801,4.303380521100309,4.312114380863063,2.094282985573481,21.2323232171311,15.863488372093013,23.590334883720946,2.25,Asia,49.03846,66.82692,26.66667,44.23077,41.34615,6.896552,0.13473295791352796,NA,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,0,EM,0.625
China,2017,0.11162850083357974,36224.428499999995,45.41633411059401,0.1491374454885397,2800.232,30915.913500000002,35243.55575,35243.55575,79.1925,152.8075,748.87275,980.87275,11.832245461895976,2.798610673158028,0.9552973091985653,79.086766,82.898276,12.265317,56893.68,59635.616,8.823462,43.172,44.763,1.558,1.8,3.9,23.055162,27.811,26.234659,31.647,-3.179497,-3.835,195.117,1.591,4.370545553570128,4.417614265785079,2.1774143100108545,19.1020651229559,11.090891472868222,14.76677790697675,2.5,Asia,46.63462,67.78846,38.57143,48.55769,44.71154,7.881773,0.12833737046147026,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,1.375
China,2018,0.82323752015708085,42401.69825,47.914711507690185,0.15038878856459292,2954.24375,36469.8375,40950.8935,40950.8935,332.806,120.896,997.10275,1450.80475,15.842384017214023,4.954299545392333,3.6341488785675193,84.424942,91.577426,13.841901,60503.19,65629.023,9.919808000000002,43.961,44.145,2.105,1.9,3.8,25.890901000000003,28.272,30.153737,32.927,-4.262836,-4.655,25.499,1.84e-4,4.4358628792711,4.517184800260464,2.2945335662707644,NA,16.569101562499988,16.331809375,2.55,Asia,45.67308,69.71154,36.66667,48.07692,48.07692,8.866995,0.25767337032478893,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,2.375
China,2019,2.7251244247195734,50335.233,52.24280252415626,0.14445161305020618,3564.166,43528.607,48617.79275,48617.79275,481.41025,118.04275,1117.987,1717.4402499999999,17.261965546430822,6.0250928861744075,4.838647020878106,89.58340700000001,99.49274000000001,14.401726,63985.863,71063.705,10.28658,43.081,44.041,2.903,4.5,3.62,27.519458999999998,27.66,33.799543,33.972,-6.2800839999999996,-6.312,141.335,9.809999999999999e-4,4.4951701130990065,4.600084676678365,2.3308401330855935,NA,15.383007812499997,15.049324218750007,2.5,Asia,NA,NA,NA,NA,NA,NA,0.14826820019091314,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,1.625
Colombia,2004,7.270509662358017,116545.466,39.915822642862366,3.85931600045749e-4,34768.3465,24891.525,61570.2215,61570.2215,26626.07325,3722.8495000000003,24626.32175,54975.24475,179.79031610728367,99.25271710114639,87.07755914653187,491.710376,305.774226,116.336,11605701.853,7217103.154,2.745849,20.681,18.895,5.906,5.452,13.667,77.422845,25.32,81.313885,26.593,-3.89104,-1.273,-7.82e-4,-6.720000000000001e-4,6.1978898764933925,5.722847006097228,1.0100903167588065,NA,15.456793893129769,18.886297709923657,6.5,South America,53.65854,51.23153,2.427185,52.70936,29.66507,38.94231,87.16665956752308,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,2.25
Colombia,2005,9.3626138298916857,127573.871,38.92043624427066,4.3104590684586535e-4,44711.2865,30804.45,78801.5115,78801.5115,24407.281750000002,3615.13025,20749.947500000002,48772.3595,144.3144271938312,82.91660230974765,72.21965312360375,514.853,337.959,145.601,12004313.46,7879852.643,3.394832,21.656,20.358,5.05,4.834,11.808,87.424868,25.868,87.49506600000001,25.889,-70.198,-2.1000000000000002e-5,-1.891,-1.299,6.243881423025669,5.822924586350216,1.222254275250177,NA,12.779846153846155,14.031134999999999,6,South America,53.17073,49.5098,2.912621,53.92157,32.05742,38.46154,34.99936351179352,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,4.25
Colombia,2006,6.6972959736936044,140227.62925,38.69837677375316,4.2074698748367827e-4,57519.51425,29685.775,89736.13925000001,89736.13925000001,25794.441749999998,3797.8265,20899.222,50491.49,132.31383842936657,77.54705991027348,67.59478870766553,549.435,381.604,161.793,12658042.667,8791503.479,3.727432,22.939,21.141,4.3,4.459,12.042,104.744622,27.449,108.532618,28.441,-3.787996,-9.93e-4,-2.909,-1.798,6.30889047749298,5.944383421699487,1.3157195247002809,NA,12.78038461538462,16.52674884615384,7.5,South America,53.65854,50.2439,3.864734,55.39216,38.75598,40.86538,86.50097465606545,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,5.25
Colombia,2007,9.676444380406835,144051.2255,35.06902275526575,4.936296797735086e-4,71327.2235,24033.225,96828.5985,96828.5985,22951.92425,4607.52875,19663.174,47222.627,110.20269680541975,64.31505903054092,53.56254215217021,586.457,428.507,206.23,13350718.237,9754979.853,4.694835,23.454,20.537,5.545,5.659,11.192,117.164066,27.342,120.676859,28.162,-3.512794,-8.2e-4,-6.017,-2.917,6.374099349122726,6.060307073960412,1.5464629682727016,NA,17.45256704980844,19.614428735632167,9.5,South America,51.45631,52.42719,7.246377,58.25243,40.66986,42.30769,93.2492217252789,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,4.25
Colombia,2008,8.8210169780675525,145479.196,31.736395525107753,5.023422787119054e-4,73010.67324999999,23698.325,97321.72325000001,97321.72325000001,23261.957000000002,3855.64475,21039.87125,48157.47275,101.05354849607811,56.90352352514091,48.81284597338393,605.713,476.554,242.504,13626532.586,10720883.67,5.455539,23.721,21.057,6.999,7.605,11.25,135.67783300000002,28.471,135.478549,28.429,199.284,4.2000000000000004e-5,-6.461,-2.664,6.406406276526928,6.166581043011193,1.6966314228364332,18.4124771611693,32.58267175572519,33.70876145038169,9.5,South America,50.48544,54.36893,5.7692310000000004,59.70874,41.82692,42.78846,209.14473606838604,NA,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2009,8.5945473535730041,169005.381,34.36393781056406,4.642118844441303e-4,77755.542,31267.35,110240.792,110240.792,29087.71125,3763.1440000000002,25913.73375,58764.589,117.16035719554841,65.49553056976637,57.992860973654935,612.615,501.574,232.469,13620022.677,11151292.826,5.168381999999999,21.988,19.988,4.196,1.92,12.017,141.64534899999998,28.24,155.057675,30.914,-13.412325999999998,-2.674,-4.649,-2,6.41773667989714,6.217751153844494,1.6425596801572862,21.0913095515606,31.598494208494223,33.634777606177614,3.5,South America,46.88995,48.80383,5.21327,55.98086,43.12796,42.65403,203.2781948232084,NA,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2010,5.3722240266130994,184695.756,35.03945967979532,5.246103235424624e-4,85876.31324999999,37984.6,125665.66325,125665.66325,30715.014,2956.9300000000003,25358.1485,59030.09275,108.49923308091022,61.89012976509945,56.455196118075214,640.152,544.06,286.499,14066183.256,11954735.223,6.295287,21.889,18.841,2.265,3.07,11.775,147.15437,27.047,165.123438,30.35,-17.969068,-3.303,-8.732,-3.048,6.461705648155057,6.299059534891641,1.8398012581965144,16.981518811459,22.49457831325302,26.361271485943774,3,South America,42.38095,51.67464,8.530806,58.85167,45.97157,42.65403,65.37317564502922,NA,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2011,4.5429648424223812,200118.3095,34.0151308716582,5.326814024969458e-4,94403.85525,40863.425,136447.95525,136447.95525,34367.90575,3137.15925,26165.28925,63670.354250000004,102.85636738274245,60.587612395036025,55.51968387230178,684.627,619.022,334.966,14868650.233,13443848.409,7.274744,22.996,20.069,3.419,3.682,10.808,174.81449600000002,28.24,187.15149100000002,30.233,-12.336995,-1.993,-9.803,-2.927,6.528874164406903,6.4281408132485,1.9844086234349723,15.7283124634121,24.20257936507937,30.077896825396813,4.75,South America,49.2891,56.39811,12.32228,61.61137,47.41784,46.94836,61.332216366556914,NA,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2012,8.6553509537773117,212570.51575000002,32.632707327825706,5.588011045303005e-4,101863.84275,45342.925,148201.89275,148201.89275,34559.19475,4047.17375,25762.2545,64368.623,96.57591956885739,57.923338504564086,51.85113269458131,711.416,666.508,370.692,15272336.954,14308273.582,7.9578310000000005,22.105,19.039,3.172,2.442,10.375,194.935842,29.247,193.904198,29.093,1.031644,1.55e-4,-11.362,-3.065,6.567257350124526,6.502052142547478,2.074156475287659,19.7304785413073,17.815490196078425,24.584285490196052,4.25,South America,43.12796,57.34597,8.056872,64.45498,45.07042,46.00939,31.600701941273577,NA,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2013,8.9079744103777703,233297.051,33.65076703163776,5.267050000878183e-4,109594.353,49066.7,158781.278,158781.278,41345.861750000004,4551.2165,28618.69475,74515.773,104.35038202360481,64.27334047993817,57.89990890529512,747.939,714.092,382.093,15872731.903,15154432.206,8.108766,22.183,18.911,2.022,1.976,9.658,206.927147,28.978,214.21620199999998,29.998,-7.289055,-1.021,-12.501,-3.272,6.6173214238468905,6.571011805579554,2.0929456987203046,16.2032788003762,14.22903100775193,18.533330620155034,3.25,South America,42.1801,57.8199,10.42654,63.98104,41.78404,45.53991,128.80624271369345,42757.9379718365,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2014,8.4429493519434438,270621.9595,36.262331489199255,4.8784029791912976e-4,117321.5565,53589.6,171238.7565,171238.7565,59617.81174999999,7179.804,32585.5875,99383.203,130.26977610521914,87.55715438266725,78.14599201995534,781.589,762.903,381.241,16398577.483,16006525.114,7.998843,24.003,18.819,2.906,3.7,9.092,225.187046,29.517,238.49266200000002,31.261,-13.305616,-1.744,-19.764,-5.184,6.661329026934553,6.637130893451802,2.079296906220632,24.2693075959939,14.131210937500002,18.281921875000005,4.5,South America,44.23077,49.51923,10.95238,67.78846,44.71154,47.78325,179.43849467916016,46408.08654842489,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Colombia,2015,8.7854737320140224,340462.64225000003,43.26720384754013,3.543056950181757e-4,135974.66475,54201.25,191016.23975,191016.23975,86937.93525000001,13384.984,49123.48375,149446.4025,185.7187625824539,124.67244517156875,108.03877166667496,804.692,804.692,293.493,16693815.738,16693815.738,6.088678,23.774,17.449,4.99,6.81,8.908,223.359387,27.757,251.68633799999998,31.277,-28.326951,-3.52,-18.564,-6.325,6.6904595955095285,6.6904595955095285,1.8064309809814474,24.9649238601377,16.721011673151743,23.99266614785993,5.75,South America,47.59615,52.40385,12.85714,68.75,46.63462,47.78325,481.44323833601845,46103.762877525005,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.375
Colombia,2016,9.0320950572264049,392057.69075,46.61484275349443,3.3856724148346876e-4,150847.22574999998,52700,213672.70075000002,213672.70075000002,105268.5745,15687.73375,57428.6825,178384.99,206.5162158970666,140.03105905193672,121.86937734289438,821.489,863.782,282.72,16851747.764,17719332.075,5.799615,23.167,18.91,7.507,5.755,9.217,239.43778400000002,27.72,259.079815,29.994,-19.642031,-2.274,-12.036,-4.257,6.711118547247686,6.761320422152503,1.757791536038825,23.6775253702243,15.863488372093013,23.590334883720946,7.5,South America,44.71154,53.36538,16.19048,67.30769,43.75,49.7537,232.9056530129705,45961.5647201639,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,0,EM,0.625
Colombia,2017,8.1344911275792509,444180.08575,49.4090608792782,3.3821425072189993e-4,174752.85675,55255.825,240948.65675,240948.65675,122026.40575,18722.59825,62482.425,203231.429,220.79069193923547,152.9097646748241,132.5695277200477,832.657,920.471,311.89,16892335.47,18673841.597,6.32739,21.599,18.316,4.314,4.097,9.367,246.91609,26.825,269.886614,29.32,-22.970524,-2.496,-10.241,-3.283,6.724621792662595,6.824885495559796,1.8448878288530006,23.3441910275351,11.090891472868222,14.76677790697675,4.75,South America,43.75,51.44231,17.61905,65.86539,40.38462,49.26109,57.0605088696138,46699.1246637263,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,1.375
Colombia,2018,7.3039295660843813,480713.22825000004,50.0607942743604,3.347732443314137e-4,182908.54924999998,64761.3,258407.57425,258407.57425,132659.72950000002,21793.0245,67852.90025,222305.65399999998,225.47790261184602,156.6567579272789,134.55275217028372,853.599,985.931,333.495,17128847.775,19784303.889,6.692123,21.325,17.392,3.237,3.157,9.683,296.240914,30.047,342.347561,34.723,-46.106646999999995,-4.676,-13.117,-3.933,6.749461528477954,6.893586372437917,1.900931163111074,25.3149596291392,16.569101562499988,16.331809375,4.25,South America,44.71154,50,17.61905,65.38461,38.46154,52.70936,144.8627892008407,47358.5717683219,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,2.375
Colombia,2019,7.1759362081313274,523593.38450000004,50.82660497291323,3.046463059554614e-4,190834.80849999998,72390.25,276271.6085,276271.6085,149009.87575,22207.487,76104.41325,247321.776,232.9422508547371,161.26262114661918,140.34629872943216,881.429,1061.73,323.561,17497697.225,21076944.455,6.423179,22.286,18.04,3.521,3.796,10.517,311.629082,29.351,338.245551,31.858,-26.616469000000002,-2.507,-13.74,-4.247,6.781544454067665,6.96765493218997,1.859913166484562,NA,15.383007812499997,15.049324218750007,4.25,South America,NA,NA,NA,NA,NA,NA,126.25483242112001,51973.4656714932,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,1.625
Egypt,2004,1.5269034296111614,841.395,156.83949576650704,0.16182872678133747,405.7175,98.56975,722.85275,722.85275,0.14825,3.62225,114.7715,118.542,0.23230729735185124,0.007389066024406161,2.905262002700473e-4,1.963457,510.281,82.855,28332.713,7363.365,1.195597,19.194,23.319,8.151,12,10.526,124.285,24.356,153.688,30.118,-29.403,-5.762,3.418,4.125,0.6747066951271675,6.234961554376564,0.17864564222409623,NA,15.456793893129769,18.886297709923657,10,Africa,NA,NA,NA,NA,NA,NA,0.033904187558201813,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,2.25
Egypt,2005,6.5236409885119393,851.29925,142.7813836828509,0.17353157728411928,410.4055,111.0815,739.4327499999999,739.4327499999999,0.4275,10.45725,100.982,111.86675,0.19756764155275333,0.019223535021723005,7.550068877821341e-4,2.051258,566.22,94.127,29013.548,8008.765,1.3313620000000002,21.205,24.297,8.703,4.592,11.468,133.756,23.623,171.621,30.31,-37.865,-6.687,2.911,3.092,0.7184532634754968,6.338982695261297,0.28620247839214497,NA,12.779846153846155,14.031134999999999,8.75,Africa,NA,NA,NA,NA,NA,NA,0.05889038250150148,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,0,EM,4.25
Egypt,2006,4.8807967210338701,582.28575,84.34942820555781,0.17448897908622174,126.74375,146.63,462.23525,462.23525,1.14425,22.021,96.88575,120.0505,0.18483611163715924,0.03566644649628867,0.0017617479372499026,2.191643,649.497,112.902,30355.161,8995.797,1.563739,23.104,24.655,4.292,7.317,10.917,176.571,27.186,224.339,34.54,-47.768,-7.355,1.752,1.552,0.7846514908583271,6.4761982171623425,0.44707974840174053,NA,12.78038461538462,16.52674884615384,8.75,Africa,NA,NA,NA,NA,NA,NA,0.06005670842057717,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,EM,5.25
Egypt,2007,-7.7628594177498927E-2,606.562,72.73002477922276,0.17810565249854518,130.2695,146.1225,463.31075,463.31075,15.43625,27.25875,100.55575,143.25125,0.18291931572811468,0.05451778036849142,0.019710741005108928,2.346982,783.139,137.055,31888.348,10640.477,1.862164,27.51,29.166,10.882,8.636,9.205,206.452,26.362,244.816,31.261,-38.365,-4.899,2.269,1.656,0.8531302474743298,6.663310202585511,0.621739252312492,NA,17.45256704980844,19.614428735632167,8.75,Africa,NA,NA,NA,NA,NA,NA,0.07732124841547859,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,4.25
Egypt,2008,0.10785315228825423,672.27225,66.9885383823996,0.18416332944550837,157.6485,201.82475,514.6045,514.6045,18.5695,23.364,115.73400000000001,157.66775,0.167447166887745,0.04453444520320265,0.019721282034670884,2.514939,941.597,170.797,33443.34,12521.23,2.271232,28.487,29.008,11.742,20.084,8.676,250.834,26.639,307.794,32.689,-56.96,-6.049,8.88e-4,5.200000000000001e-4,0.922248548784397,6.847577369874721,0.8203224155454913,NA,32.58267175572519,33.70876145038169,11.5,Africa,NA,NA,NA,NA,NA,NA,0.08350942974535847,NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Egypt,2009,0.71003632091662883,786.029,67.72302315811731,0.1803709951064803,179.573,312.526,635.55425,635.55425,6.25525,12.3865,131.83275,150.47475,137.3135234083559,17.011255210576653,5.708136529883707,2.6324769999999997,1.095848,198.316,34232.475,14250.299,2.578884,21.895,19.664,16.161,9.756,9.367,288.544,26.331,356.437,32.526,-67.893,-6.195,-4.424,-2.231,0.9679252280457559,0.0915284927766261,0.9473567472137322,NA,31.598494208494223,33.634777606177614,11.8,Africa,NA,NA,NA,NA,NA,NA,0.06697217555269597,NA,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Egypt,2010,0.81872161925554066,909.3172500000001,67.4690227134649,0.17668303548650796,203.662,357.31600000000003,710.321,710.321,53.56775,12.532250000000001,132.89625,198.99625,156.84915634845132,52.10012366882607,42.22218456370285,2.7679769999999997,1.268711,230.024,35171.247,16120.846,2.922796,21.298,19.421,11.658,10.159,9.21,303.36,23.911,397.839,31.358,-94.479,-7.447,-4.318,-1.877,1.018116728472346,0.23800142441925404,1.0725406923832843,NA,22.49457831325302,26.361271485943774,10.7,Africa,NA,NA,NA,NA,NA,NA,0.11786415817331374,NA,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Egypt,2011,-0.56387805313260686,1071.6405,70.75972821452972,0.16751396859497053,239.617,454.7965,894.17425,894.17425,29.5415,6.14625,141.77825,177.46625,123.09700917958102,24.754314070132168,20.491052787099477,2.8168200000000003,1.441678,247.726,34991.554,17909.048,3.077343,17.084,14.627,11.056,11.816,10.379,302.009,20.948,440.411,30.549,-138.402,-9.6,-6.088,-2.457,1.0356085890891082,0.36580771295650966,1.124066562340534,NA,24.20257936507937,30.077896825396813,11.8,Africa,NA,NA,NA,NA,NA,NA,0.06735671102236596,NA,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Egypt,2012,-6.2627195043379631,1270.074,74.6270771505272,0.1636016226603193,308.92875000000004,542.6785,1111.831,1111.831,12.0625,5.39375,140.787,158.243,94.49035648175791,10.423508688123245,7.202782587926196,2.8795279999999996,1.6747,278.769,34903.371,20299.394,3.379013,16.027,12.387,8.692,7.216,12.373,348.864,20.831,516.417,30.836,-167.553,-10.005,-10.146,-3.64,1.057626391827714,0.5156340447582956,1.2175836550168504,NA,17.815490196078425,24.584285490196052,12.2,Africa,NA,NA,NA,NA,NA,NA,0.05229938463655958,NA,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Egypt,2013,3.2921571536862801,1576.3165,82.74980408034637,0.14477169751461608,336.674,650.8555,1379.97725,1379.97725,29.811,5.9165,160.61175,196.33925,105.53604063642227,19.2042033971189,16.023973339066867,2.974609,1.8604,288.007,35160.857,21990.544,3.404341,14.212,11.993,6.916,9.856,12.992,403.589,21.694,644.079,34.62,-240.491,-12.927,-6.39,-2.219,1.090112601788673,0.6207915183678049,1.2250513819570408,NA,14.22903100775193,18.533330620155034,11.9,Africa,NA,NA,NA,NA,NA,NA,0.1470471390893175,NA,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,EM,0.125
Egypt,2014,0.41412913803096107,1841.1970000000001,84.28834884104924,0.14087541877427198,352.934,824.56375,1643.6055000000001,1643.6055000000001,35.36125,3.95925,158.2705,197.5915,92.76596244131456,18.46032863849765,16.601525821596244,3.0613449999999998,2.13,305.567,35268.957,24539.171,3.520357,13.643,12.744,10.093,8.315,13.365,519.447,24.387,759.849,35.674,-240.402,-11.286,-2.746,-8.990000000000001e-4,1.118854361877449,0.7561219797213337,1.2585624049218447,NA,14.131210937500002,18.281921875000005,11.8,Africa,NA,NA,NA,NA,NA,NA,0.09034142017988143,NA,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,EM,0.125
Egypt,2015,1.5410684616484789,2225.809,89.7656620735899,0.1297955676049427,353.21625,1049.53925,2037.9375,2037.9375,15.358,14.90625,157.607,187.8715,76.87364458447563,12.383587708171365,6.2842178485208064,3.195188,2.4439,332.075,35900.99,27459.551,3.731177,14.289,10.632,10.988,11.313,12.859,538.4,22.03,805.616,32.964,-267.216,-10.934,-12.143,-3.657,1.161645928038911,0.8935951239419667,1.316723733478276,NA,16.721011673151743,23.99266614785993,11.8,Africa,NA,NA,NA,NA,NA,NA,0.18917540698364324,NA,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,0,EM,0.375
Egypt,2016,6.9220113526860336,2769.06325,98.9027915588136,0.09846965784434905,293.2075,1472.8745,2485.146,2485.146,3.46175,33.13675,247.31875,283.91724999999997,104.78971358972466,13.507972244777442,1.2776814054772274,3.334072,2.7094,332.484,36638.149,29773.626,3.653665,15.04,9.076,10.212,13.975,12.705,549.038,20.264,886.898,32.734,-337.86,-12.47,-19.831,-5.965,1.2041943797762826,0.996727208164499,1.2957307734026138,NA,15.863488372093013,23.590334883720946,16.3,Africa,NA,NA,NA,NA,NA,NA,3.3218338523469004,NA,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,0,EM,0.625
Egypt,2017,-3.8700523739029724,3655.37325,100.67990504779799,0.056022236696451046,198.203,1832.814,2801.56375,2801.56375,259.74725,109.6805,484.3815,853.8095000000001,246.05461095100864,106.46332853025936,74.85511527377521,3.47,3.47,236.528,36449.58,36449.58,2.484537,15.274,9.188,23.534,29.777,12.245,755.11,21.761,1.116986,32.19,-361.876,-10.429,-14.394,-6.086,1.244154593958768,1.244154593958768,0.9100863242818098,NA,11.090891472868222,14.76677790697675,19.8,Africa,NA,NA,NA,NA,NA,NA,0.5434784322784977,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,0,EM,1.375
Egypt,2018,-2.5608629678039501,4156.7045,91.00323374595764,0.05621635531641005,161.322,2130.57775,3051.7435,3051.7435,384.8425,132.593,587.5255,1104.961,249.0109072880516,116.6078108802452,86.72702483436247,3.6544,4.437399999999999,250.253,37635.427,45699.279,2.577269,16.656,14.274,20.851,14.356,10.932,918.399,20.697,1.33598,30.107,-417.581,-9.41,-5.962,-2.383,1.2959319210394993,1.4900686193363448,0.9467303111662319,NA,16.569101562499988,16.331809375,17.8,Africa,NA,NA,NA,NA,NA,NA,0.11246729208159968,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0,EM,2.375
Egypt,2019,2.1912334390422692,4604.75925,85.4005135007164,0.06053050617353545,217.31799999999998,2392.41125,3390.627,3390.627,399.6115,174.81775,639.70325,1214.13225,228.13029631160632,107.93281787264422,75.08530467296742,3.8575,5.322100000000001,302.335,38833.906,53578.206,3.04364,18.104,14.5,13.875,9.359,8.612,1.070829,20.12,1.4651269999999998,27.529,-394.298,-7.409,-10.894,-3.603,1.3500193052551788,1.6718679623075674,1.1130541675653205,NA,15.383007812499997,15.049324218750007,13.8,Africa,NA,NA,NA,NA,NA,NA,0.5781684007818699,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0,EM,1.625
Hungary,2004,7.3600622995070228,12116.71625,59.12834568528195,0.0050585570511584264,4238.537,2434.3,7339.716,7339.716,1961.2694999999999,2202.7255,613.00525,4777.00025,226.6402559853402,197.55680203736154,93.05057531371075,30.46023,21.077457,103.96,3010796.679,2083370.268,10.275774,26.774,18.097,6.751,5.523,6.075,8.883814000000001,42.148,10.218731,48.482,-1.334917,-6.333,-8.88,-8.542,3.4164218983249164,3.0482040807224693,2.329789086012405,17.8248479888257,15.456793893129769,18.886297709923657,9.5,Europe,75.60976,77.83251,75.24272,83.25123,77.51196,85.57692,8.590083562345828,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,2.25
Hungary,2005,5.7629725094382769,13651.82175,62.655195330718485,0.004905959181033543,4414.198,2604.775,7414.5395,7414.5395,2657.83475,2738.5535,840.89425,6237.2825,276.6099147546102,239.31808344664205,117.8691912109706,31.752848,22.54902,112.981,3144469.004,2233018.419,11.188448000000001,25.214,18.115,3.556,3.338,7.2,9.373631,41.57,11.129682,49.358,-1.756051,-7.788,-8.138,-7.203,3.4579824221032274,3.1156916060242743,2.4148818174411284,18.4404311119283,12.779846153846155,14.031134999999999,6,Europe,72.19512,74.5098,80.09708,79.41177,78.94736,86.53846,9.642452314668061,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,4.25
