country,year,real_interest_rate,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt,foreign_participation_percent_GDP,foreign_ex_officials_participation_percent_GDP,foreign_nonbank_participation_percent_GDP,delta,x,y,kappa,alpha,GDP_cte_billions,GDP_cur_billions,GDP_cur_USD_billions,GDP_percapita_cte,GDP_percapita_cur,GDP_percapita_cur_USD,total_investment_percent_GDP,gross_national_savings_percent_GDP,inflation_average,inflation_end,unemployment_rate,general_gov_revenue_billions,general_gov_revenue_percent_GDP,general_gov_expenditures_billions,general_gov_expenditures_percent_GDP,lending_borrowing_billions,lending_borrowing_percent_GDP,current_account_billions,current_account_percent_GDP,ln_GDP_cte_billions,ln_GDP_cur_billions,ln_GDP_percapita_cur_USD,taxes,vix_EUA,vix_EUR,nominal_rate,continent,control_corruption_rank,gov_effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank,fx_volatility,int_liq,GBI_weight,post_08,post_09,post_12,post_13,post_15,post_16,post_17,less_20,bet_20_40,bet_40_60,bet_60_80,bet_80_100,more_100,fx_return,develop,US_nominal_rate
Argentina,2004,NA,436.752,94.48977069719781,0.34203900646365715,88.30324999999999,97.28225,248.18375,248.18375,128.08725,1.0415,59.439750000000004,188.56799999999998,38.87078321635076,26.618173010523282,26.403481648681243,0.648737462,0.08649776099999999,0.21706236975,0.9534598245,0.8910084730000001,485.115,485.115,164.911,12690.696,12690.697,4314.098,17.551,19.35,4.416,6.101,13.625,130.964,26.996,111.72,23.03,19.244,3.967,2.966,1.798,6.184385976232606,6.184385976232606,8.369643543427289,18.8897776425385,15.456793893129769,18.886297709923657,2.5,South America,40,55.17241,26.21359,23.64532,23.92344,59.61538,0.05518683395439363,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,0,EM,2.25
Argentina,2005,NA,371.5375,68.84865773099548,0.34300184967082414,67.0495,101.18549999999999,225.00125000000003,225.00125000000003,91.30875,0.74575,54.48125,146.53625,25.154796768622816,15.802316758735053,15.674299359011773,0.643289987,0.35849560125,0.248927974,0.78408994525,0.55826277825,528.056,582.538,199.273,13682.988,15094.732,5163.55,18.888,21.362,9.642,12.327,11.575,161.749,27.766,142.288,24.426,19.46,3.341,4.929,2.473,6.269202338688293,6.367394419363579,8.5493796064188885,19.8298881184074,12.779846153846155,14.031134999999999,5,South America,43.41463,50.98039,44.17476,31.86275,34.92823,59.13462,0.05558430427652448,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,4.25
Argentina,2006,NA,463.22575,69.82613464654075,0.32643177643541105,157.65575,91.159,302.034,302.034,107.93475,0.86425,52.3935,161.1925,22.51593789111389,15.197428705524763,15.076707212140175,0.59906696525,0.39742733025,0.247556646,0.7548992615000001,0.5003904205,570.549,715.904,232.892,14640.504,18370.363,5976.082,18.68,21.471,10.898,9.841,10.175,202.363,28.267,190.55,26.617,11.813,1.65,6.499,2.791,6.3465990551843845,6.573546079759068,8.695520448271392,18.6619929052431,12.78038461538462,16.52674884615384,6.25,South America,42.92683,55.12195,45.89372,26.47059,34.44976,58.17308,0.03053819521182231,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,5.25
Argentina,2007,NA,496.1755,60.72736268763211,0.32229249254676773,165.31975,90.765,312.126,312.126,136.42225,1.1252499999999999,46.502,184.04925,20.518768534415482,15.334511360342482,15.209062632388681,0.57368986275,0.39575358024999996,0.15509146825,0.8556117590000001,0.41734566675,621.943,896.98,287.921,15802.837,22791.226,7315.726,20.099,22.199,8.83,8.468,8.475,271.853,30.308,265.063,29.551,6.79,0.757,6.046,2.1,6.432848448668607,6.799033565266189,8.897781556649756,14.2354844249788,17.45256704980844,19.614428735632167,10.75,South America,45.14563,53.39806,46.85991,25.72816,34.44976,58.65385,0.030949624843043585,NA,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,4.25
Argentina,2008,NA,527.682,49.75964576164313,0.3156896034129169,188.123,92.74625,344.10975,344.10975,131.5765,0.81425,51.18125,183.572,15.967697882652573,11.5157839891584,11.444957839195718,0.60443612925,0.40305438849999997,0.14019823725,0.8583272532499999,0.4264905795,647.176,1149.646,363.545,16282.958,28925.107,9146.79,19.573,21.065,8.585,7.238,7.875,357.705,31.114,353.658,30.762,4.046,0.352,5.424,1.492,6.472618282238403,7.0472093478821645,9.121158277045819,13.0827459285192,32.58267175572519,33.70876145038169,12.05,South America,39.32039,50.48544,40.86538,23.30097,27.88461,58.17308,0.1178933712241314,NA,NA,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.125
Argentina,2009,NA,587.665,48.995194511645465,0.26528890155923307,211.22125,99.4135,392.1675,392.1675,132.131,0.9635,62.403,195.498,15.665795089303957,10.665230153318017,10.588022235239345,0.633325067,0.42478764125,0.088569468,0.8986415785,0.38867337425,608.873,1247.929,334.633,15170.838,31093.737,8337.811,16.053,18.22,6.27,7.695,8.675,408.003,32.694,430.841,34.524,-22.838,-1.83,7.251,2.167,6.411609707374853,7.1292406562853765,9.028555990877527,11.3574525723476,31.598494208494223,33.634777606177614,9.5,South America,39.71292,45.93301,36.96682,22.48804,30.80569,56.39811,0.12555465321760007,NA,0.00105,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.125
Argentina,2010,-8.566028720065953,667.47125,45.05207441387171,0.2553696085041894,176.44825,135.52625,443.851,443.851,153.726,0.9445,68.94975,223.62025,13.457147740204281,9.307850114429558,9.251011451380828,0.64026724275,0.40688885375,0.08662924,0.903887407,0.41971640774999996,670.524,1661.721,424.729,16439.056,40739.985,10412.974,17.706,17.323,10.461,10.923,7.75,531.163,31.965,554.318,33.358,-23.155,-1.393,-1.623,-0.382,6.508059496264582,7.415609091287541,9.250807807647877,11.5611927566893,22.49457831325302,26.361271485943774,9.5,South America,43.33333,49.2823,42.65403,23.92344,33.17535,58.29384,0.0563348246392782,NA,9.1e-4,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.125
Argentina,2011,-7.773405236078933,733.80425,37.15005528007227,0.24119175445730465,121.39750000000001,165.23225,475.64925,475.64925,181.064,0.95675,76.13425,258.155,11.847276578872009,8.353315521077326,8.30940824883067,0.64787555375,0.36323845275,0.049891153,0.948821262,0.467301381,710.782,2179.024,527.644,17226.271,52810.117,12787.806,18.398,17.386,9.775,9.508,7.15,700.692,32.156,760.521,34.902,-59.828,-2.746,-5.341,-1.012,6.566365772380784,7.686632349110673,9.456247339592341,13.0207437952904,24.20257936507937,30.077896825396813,9.5,South America,44.07583,49.76303,52.1327,25.59242,33.33333,58.21596,0.09877049935089699,NA,NA,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Argentina,2012,-6.7481955544048615,867.67575,35.23521785224784,0.2170955321218473,139.9545,179.56675,585.644,585.644,193.839,0.85075,87.34175,282.03200000000004,10.691478190721911,7.380443410967909,7.34819254911267,0.673979543,0.3439643375,0.032383843,0.9658364025,0.50578107,703.486,2637.914,579.666,16856.718,63208.892,13889.792,16.502,16.133,10.043,10.842,7.2,891.704,33.803,971.317,36.821,-79.614,-3.018,-2.139,-0.369,6.556047975858914,7.877743732290964,9.53890946083425,13.1251461222574,17.815490196078425,24.584285490196052,9.5,South America,39.33649,46.91943,49.2891,20.85308,30.98592,57.277,0.17883605313766227,NA,NA,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Argentina,2013,-5.485839182378987,1135.72675,37.08195486735359,0.17725768541212344,174.56799999999998,209.79649999999998,795.328,795.328,228.60925,1.1139999999999999,110.675,340.3985,10.166283985822092,6.860875701996353,6.827605166549793,0.70004914575,0.310531283,0.02148311425,0.97764555475,0.56587520775,720.407,3348.308,611.471,17070.071,79338.285,14488.829,17.306,15.159,10.619,10.946,7.075,1150.114,34.349,1259.062,37.603,-108.948,-3.254,-13.125,-2.146,6.57981633007858,8.116210422599092,9.581133217694346,13.4674417329858,14.22903100775193,18.533330620155034,9.5,South America,40.28436,45.97157,48.34123,18.00948,29.57747,56.80751,0.4127835874257116,28143.038630956402,NA,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,0.125
Argentina,2014,-11.60069877021611,1723.8197499999999,42.01984119679042,0.12157788112063306,194.0185,316.895,1135.2952500000001,1135.2952500000001,363.44475,4.71125,220.368,588.5245,12.852444789200291,8.039945089478556,7.937058836632463,0.6560474682499999,0.25786126675,0.03673386875,0.97449224175,0.622583015,702.306,4579.086,563.614,16459.205,107315.212,13208.831,17.263,15.634,NA,23.915,7.25,1584.387,34.601,1779.109,38.853,-194.722,-4.252,-9.178,-1.628,6.55436920648602,8.429254693874045,9.488640900035104,13.8493099484698,14.131210937500002,18.281921875000005,26.8599,South America,35.09615,46.63462,45.71429,12.5,18.75,59.1133,0.45682189668146495,29016.9548139639,NA,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.125
Argentina,2015,-1.3147087845950733,2838.3615,53.06579468475232,0.10191177476865623,733.321,448.78625,2115.1345,2115.1345,426.019,8.0465,289.162,723.227,12.145867225705015,7.289691798369337,7.154558955386932,0.74075447925,0.39815398425,0.0124489955,0.982773581,0.47856439875,721.487,5954.511,642.464,16727.435,138053.315,14895.316,17.071,14.328,NA,NA,6.533,2105.859,35.366,2463.163,41.366,-357.304,-6.001,-17.623,-2.743,6.5813143600335815,8.69190436254869,9.60880208009522,15.157971390293,16.721011673151743,23.99266614785993,33.0009,South America,33.65385,50,46.19048,17.30769,24.03846,60.09852,0.7862954752896324,23416.5108848894,NA,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.375
Argentina,2016,-7.006039843041157,4018.51575,54.673316342480895,0.06585309405919687,668.0297499999999,569.70975,2559.97525,2559.97525,1006.7057500000001,21.56925,430.2655,1458.5407500000001,17.726207924979583,12.497022420565473,12.234883011511688,0.638781297,0.30345036125,0.07304981925,0.93813055525,0.56024454825,706.478,8228.16,556.774,16207.201,188760.956,12772.868,17.663,14.95,NA,NA,8.467,2868.941,34.867,3416.498,41.522,-547.557,-6.655,-15.105,-2.713,6.560292062220066,9.015317696378627,9.455078512690466,12.3798741053662,15.863488372093013,23.590334883720946,24.7503,South America,47.11538,60.09615,52.85714,33.65385,37.5,63.5468,0.6687554144878051,36323.299976546405,NA,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,0,EM,0.625
Argentina,2017,0.45501280810183636,5550.884,57.428399119345166,0.05918573446469853,915.05375,750.69975,3306.148,3306.148,1659.4515,58.352000000000004,526.9325,2244.736,21.057110598384952,16.11413470706255,15.566754294561056,0.59706905475,0.3299187255,0.185540682,0.85411377225,0.549765321,726.39,10660.228,643.861,16492.066,242031.427,14618.327,18.213,13.379,25.675,24.796,8.35,3670.115,34.428,4383.641,41.121,-713.525,-6.693,-31.12,-4.833,6.588087060672501,9.274275085858838,9.590031294471354,12.9299128513563,11.090891472868222,14.76677790697675,28.75,South America,47.59615,58.65385,53.33333,41.34615,46.15385,65.51724,0.894200830725272,53030.8095318904,NA,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,0,EM,1.375
Argentina,2018,5.55346197431575,10276.95675,78.8750322968998,0.0335407481992433,1633.2459999999999,1165.04975,5063.49475,5063.49475,3398.5355,213.88825,1601.0384999999999,5213.4619999999995,35.84928598648863,24.840079800741567,23.369321781713218,0.49804541975,0.23564504800000002,0.26943870950000004,0.87338236275,0.65444137,707.755,14542.722,517.244,15906.583,326843.127,11624.891,19.709,14.484,34.277,47.646,9.2,4940.7,33.974,5742.987,39.49,-802.287,-5.517,-27.03,-5.226,6.562097988608524,9.584845941269224,9.360903854067512,10.4399989344901,16.569101562499988,16.331809375,59.252,South America,54.32692,54.80769,46.66667,42.30769,45.67308,66.99507,7.451205405433324,63963.9220851007,0.00219,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,0,EM,2.375
Argentina,2019,10.393814672626567,16292.72525,87.6624047187976,0.020212024549319352,3129.9629999999997,1846.3725,7539.855750000001,7539.855750000001,5036.21375,148.959,3567.69675,8752.8695,40.81115061371505,24.176399072142114,23.48186247654128,0.464013671,0.23292543,0.23801309825,0.89615921325,0.617113307,692.977,21447.25,444.458,15420.501,477255.554,9890.314,17.395,16.496,53.548,53.832,9.825,7261.83,33.859,8220.032,38.327,-958.202,-4.468,-3.995,-0.899,6.540996809605946,9.973351711008977,9.19931117335442,NA,15.383007812499997,15.049324218750007,55,South America,NA,NA,NA,NA,NA,NA,8.412871020515034,42192.5267469573,6.1e-4,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0,EM,1.625
Brazil,2004,43.77915271930863,1300.11,69.90797902966088,0.3481384079235048,430.35775,332.85425,1070.5439999999999,1070.5439999999999,156.21224999999998,14.70325,58.650999999999996,229.566,11.726012003575534,8.730200485250924,7.9791725194738845,0.8232563712500001,NA,NA,NA,NA,877.477,1957.75,669.29,4798.496,10705.985,3660.02,17.913,19.608,6.598,7.601,12.9,690.98,35.295,747.285,38.171,-56.306,-2.876,11.347,1.695,6.7770507441703005,7.579551133631047,8.205223890861356,26.4556653594464,15.456793893129769,18.886297709923657,17.75,South America,56.58537,58.12808,36.40777,55.17241,41.62679,60.57692,0.08353447819936438,NA,0.04845,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,2.25
Brazil,2005,44.63516790222973,1415.35675,67.70956287254296,0.4195794551089283,542.78775,366.18525,1219.44225,1219.44225,138.814,13.0335,44.06725,195.9145,9.025888885203246,6.9956979319851245,6.395237410761344,0.86145173625,NA,NA,NA,NA,905.575,2170.584,891.633,4895.238,11733.457,4819.872,17.205,18.724,6.87,5.69,11.4,786.261,36.223,863.069,39.762,-76.808,-3.539,13.547,1.519,6.808570101060798,7.682751534750986,8.480502650675431,28.3634370955445,12.779846153846155,14.031134999999999,18,South America,52.68293,52.94118,37.86408,55.39216,39.23445,63.94231,0,NA,0.13897,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,4.25
Brazil,2006,41.240326479473175,1505.98025,65.19641079673852,0.46267861994633686,614.2555,412.52375,1330.022,1330.022,124.456,13.5535,37.948499999999996,175.95825,7.302838822137833,5.727842453672,5.165328186930627,0.88314104475,0.7913321445,0.02421087475,0.83568417125,0.125646636,941.453,2409.45,1107.628,5032.839,12880.489,5921.179,17.816,18.993,4.184,3.142,11.5,858.39,35.626,944.4,39.196,-86.01,-3.57,13.03,1.176,6.847424426511262,7.787153784671885,8.686290863454651,24.8520432886448,12.78038461538462,16.52674884615384,13.25,South America,54.14634,43.90244,35.2657,53.92157,44.01914,61.05769,0.33564578623903174,NA,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,5.25
Brazil,2007,35.02251546510781,1657.0605,63.56428133914289,0.5290312293140773,689.84875,465.41275,1487.499,1487.499,117.087,18.285,34.1895,169.56150000000002,6.233275973683428,4.976430587777727,4.304252934367008,0.8977071237500001,0.8025008312499999,0.036605862,0.71528909425,0.138837233,998.598,2720.263,1397.114,5282.525,14390.033,7390.653,19.819,19.849,3.641,4.457,10.9,948.881,34.882,1023.342,37.619,-74.46,-2.737,0.408,0.029,6.906352295260578,7.908483845792223,8.907971372690731,26.0294977676979,17.45256704980844,19.614428735632167,11.25,South America,55.33981,48.05825,32.85024,53.39806,43.54067,63.94231,0.12456336112543648,NA,0.2076,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,4.25
Brazil,2008,35.366757793103716,1795.28975,60.7218194584856,0.5377820817711229,681.8824999999999,486.67925,1593.498,1593.498,144.18125,22.3465,35.264250000000004,201.79175,6.488891740087717,5.354929235067302,4.636346739648782,0.88780336675,0.7845006272499999,0.06746152450000001,0.528519545,0.175960886,1049.47,3109.803,1695.855,5494.32,16280.839,8878.359,21.619,19.813,5.678,5.902,9.4,1115.747,35.878,1163.431,37.412,-47.684,-1.533,-30.64,-1.807,6.956040553811632,8.042314659115513,9.091372021611795,26.6374823597166,32.58267175572519,33.70876145038169,13.75,South America,59.2233,52.42719,33.65385,54.36893,46.15385,63.94231,0.2615345789292409,NA,0.08317,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Brazil,2009,34.792009644712074,2010.19375,62.28175151794378,0.5232692184135805,697.90725,536.5035,1789.82875,1789.82875,155.683,28.2925,36.3895,220.365,6.611533798434402,5.519752394136401,4.670902440685512,0.8902760565,0.75340307025,0.07454310725,0.48783812875,0.21665401525,1048.149,3333.039,1669.204,5431.359,17271.332,8649.578,18.796,17.223,4.888,4.312,9.7,1130.331,33.913,1236.573,37.1,-106.242,-3.188,-26.261,-1.573,6.954781030347518,8.111639779409398,9.065265812608676,28.0040385387696,31.598494208494223,33.634777606177614,8.75,South America,56.45933,51.67464,51.18483,54.54546,50.7109,62.55924,0.22532414077600657,NA,0.24092,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Brazil,2010,29.115805531883076,2313.87275,62.97085270227002,0.5726566304698889,789.2495,558.7925,2039.4882499999999,2039.4882499999999,192.26925,45.792,36.32325,274.3845,7.061124640265043,6.126367044302053,4.9479367046618155,0.8814926599999999,0.741057949,0.10903295575,0.31828510575,0.25102102575,1127.057,3885.847,2208.704,5783.012,19938.566,11333.023,21.801,18.224,5.039,5.909,8.5,1401.602,36.069,1550.183,39.893,-148.581,-3.824,-79.014,-3.577,7.027365089513256,8.26509625705729,9.335476132202343,22.9312166527622,22.49457831325302,26.361271485943774,10.75,South America,60,54.06699,45.97157,55.02392,55.92417,65.87678,0.056011478135079694,NA,0.26003,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Brazil,2011,32.83349283126548,2545.257,60.516202040731,0.5830739598187265,960.99425,557.925,2251.639,2251.639,203.23475,55.45675,34.92675,293.618,6.709149247026426,5.911081345275619,4.643898773004733,0.88462496525,0.76387417425,0.112810382,0.252953234,0.2339127655,1171.85,4376.382,2614.027,5960.459,22259.883,13295.899,21.826,18.908,6.636,6.503,7.8,1536.486,35.109,1644.449,37.576,-107.963,-2.467,-76.288,-2.918,7.066338975597883,8.383977634624612,9.495210920796822,24.64483555089,24.20257936507937,30.077896825396813,11,South America,63.03318,50.7109,41.23223,55.92417,56.33803,63.38028,0.09327203144335042,NA,0.3629,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Brazil,2012,26.582029728977755,2834.216,60.9661902278475,0.5010914601095733,1011.52,591.015,2475.465,2475.465,247.95825,64.67525,46.1175,358.751,7.451067135225846,6.493231230632472,5.149960745706951,0.8735576845,0.7454389429999999,0.12876256,0.2413566005,0.2565412235,1194.364,4814.76,2464.053,6022.56,24278.345,12424.946,21.417,18.016,5.404,5.839,7.4,1671.115,34.708,1792.427,37.228,-121.312,-2.52,-83.8,-3.401,7.085369105114346,8.4794414787532,9.427461504878927,21.1685914800248,17.815490196078425,24.584285490196052,7.25,South America,58.29384,49.76303,46.4455,55.45024,53.05164,62.9108,0.12371583962358873,NA,0.25539,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.125
Brazil,2013,18.498871607533378,3014.694,58.77864899850118,0.4535159305891444,1033.90525,606.165,2574.90125,2574.90125,309.976,64.274,65.543,439.79274999999996,8.248765525068464,7.019443812470472,5.813918811527981,0.854249737,0.7451856477500001,0.1565149425,0.2003474805,0.2642492635,1230.251,5331.619,2471.718,6151.132,26657.562,12358.342,21.694,18.466,6.204,5.911,7.2,1838.929,34.491,1996.478,37.446,-157.55,-2.955,-79.792,-3.228,7.114973492588676,8.581410223381702,9.422086579618965,21.958795835411,14.22903100775193,18.533330620155034,10,South America,55.92417,50.7109,36.96682,54.50237,52.58216,60.56338,0.14101661318101674,356214.148612928,0.24187,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.125
Brazil,2014,22.403672441434995,3332.7075,59.18802699461291,0.4202117835619369,1089.963,693.153,2815.2309999999998,2815.2309999999998,362.2775,70.735,84.46375,517.4765,8.95450420768333,7.492924322610743,6.26891346389449,0.8356811522500001,0.7586953332499999,0.185690061,0.14240205225,0.26071196025,1236.452,5778.952,2456.054,6129.607,28648.668,12175.681,20.548,16.419,6.329,6.408,6.783,1877.916,32.496,2225.87,38.517,-347.954,-6.021,-101.431,-4.13,7.120001266960108,8.661977630348,9.407195880678108,22.2918068284596,14.131210937500002,18.281921875000005,11.75,South America,46.63462,47.59615,42.85714,51.44231,56.25,62.06897,0.1348887939455887,360964.71154174104,0.32259,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,0,EM,0.125
Brazil,2015,33.83234396610104,4016.5805,67.74215115694629,0.28272091458252524,1337.02,761.931,3312.948,3312.948,481.27875,88.381,133.97325,703.6324999999999,11.735446616858368,9.500998867871914,8.026947417086795,0.822630172,0.7630317904999999,0.19487625749999998,0.16137167225,0.25321016949999997,1192.61,5995.788,1800.046,5861.183,29466.807,8846.478,17.412,14.385,9.03,10.673,8.283,1692.555,28.229,2307.301,38.482,-614.746,-10.253,-54.472,-3.026,7.083899461694938,8.698812501692816,9.087774692690756,20.7688374843238,16.721011673151743,23.99266614785993,14.25,South America,42.78846,48.07692,34.28571,48.07692,51.44231,62.06897,0.43080704836163786,354174.892918288,0.19036,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,0,EM,0.375
Brazil,2016,40.69836144899621,4577.9915,74.38469444833623,0.3000741700656912,1711.17375,805.22525,3920.5225,3920.5225,444.46975,91.2705,121.72874999999999,657.469,10.487072936684761,8.545417467390443,7.089591579831203,0.85524227325,0.74296446725,0.156099241,0.19857259625,0.26687481125,1153.541,6269.328,1796.622,5622.723,30558.684,8757.304,14.97,13.621,8.74,6.288,11.258,1921.436,30.648,2485.101,39.639,-563.665,-8.991,-24.23,-1.349,7.050591620978667,8.743424450849606,9.077643374004744,22.1950298757405,15.863488372093013,23.590334883720946,13.75,South America,42.78846,46.63462,31.90476,46.63462,49.03846,62.06897,0.28055303197080333,362504.95362043905,0.26433,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,0,EM,0.625
Brazil,2017,41.760304453004835,5242.3475,81.00457556420992,0.30901979366869625,2103.1385,865.105,4630.68275,4630.68275,385.241,108.188,118.2355,611.66475,9.291131766686647,7.495141507671359,5.851775654768613,0.88124509875,0.71754068225,0.1271100855,0.23220991225,0.2892569945,1168.801,6583.318,2062.842,5651.706,31833.457,9974.814,14.63,13.903,3.446,2.947,12.767,2004.367,30.446,2521.596,38.303,-517.229,-7.857,-15.015,-0.728,7.063733716014495,8.792294152544521,9.207818594967673,24.9622611349703,11.090891472868222,14.76677790697675,7,South America,36.05769,41.82692,30.47619,51.44231,43.26923,61.57635,0.0708469224483599,371150.619206193,0.27101,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0,EM,1.375
Brazil,2018,34.659186688217936,5788.1525,85.50038132138508,0.2670541052090802,2403.1305,953.5285,5129.14325,5129.14325,416.995,116.21724999999999,125.797,659.00925,9.565864625900106,7.7398552453878375,6.052900956514973,0.88469311575,0.716191962,0.116662958,0.27533657725,0.284905411,1184.196,6889.176,1885.47,5679.733,33042.404,9043.237,14.829,12.626,3.665,3.745,12.258,2130.478,30.925,2623.979,38.088,-493.501,-7.163,-41.54,-2.203,7.0768193422841685,8.837706763241885,9.10977246451383,24.4969798393443,16.569101562499988,16.331809375,6.5,South America,40.38462,36.05769,31.90476,39.90385,44.23077,60.59113,0.2919964771416429,371933.901818424,0.20102,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0,EM,2.375
Brazil,2019,31.99170259961463,6198.00475,87.23171406238194,0.2514881336701547,2589.3137500000003,1055.7715,5483.7605,5483.7605,450.66125,129.84725,133.736,714.24425,9.842241075320175,7.999370808056909,6.210083827493373,0.8821881552499999,0.724950819,0.1160611755,0.28658620275,0.2736171015,1197.657,7256.927,1839.077,5699.139,34532.622,8751.381,15.113,12.344,3.733,4.306,11.925,2310.904,31.844,2747.331,37.858,-436.427,-6.014,-50.927,-2.769,7.088122427163184,8.889711739974407,9.07696679546947,NA,15.383007812499997,15.049324218750007,4.5,South America,NA,NA,NA,NA,NA,NA,0.16088690945374445,353587.904337499,0.1504,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,NO,0,EM,1.625
Bulgaria,2004,3.049471760442035,15.639,39.772257468715985,0.6443425627575807,1.084,2.19725,5.0325,5.0325,5.84675,0.6957500000000001,4.06375,10.6065,25.743307201281524,15.87946894492852,14.190796339894662,0.3223974935,NA,NA,NA,NA,65.113,41.201,26.158,8389.742,5308.728,3370.382,23.433,19.161,6.149,3.966,12.192,14.916,36.204,14.26,34.611,0.656,1.593,-1.119,-4.277,4.176124222058912,3.7184625279055843,8.122781370038155,NA,15.456793893129769,18.886297709923657,2.45,Europe,58.04878,63.05419,45.14563,72.4138,49.2823,66.34615,0.049549683865401345,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,2.25
Bulgaria,2005,2.0314264803040585,13.08475,29.468820031631804,0.6249801826269712,1.20375,2.5165,5.041,5.041,3.1397500000000003,0.75675,4.1475,8.04375,17.108173639321944,8.287427951591978,6.677903736946211,0.38588540125,NA,NA,NA,NA,69.771,47.017,29.868,9039.171,6091.297,3869.585,27.739,18.329,6.038,7.394,10.177,17.03,36.221,16.002,34.033,1.028,2.187,-2.816,-9.428,4.245218450656228,3.850509238439273,8.260902545131609,12.8578344824811,12.779846153846155,14.031134999999999,2.05,Europe,58.04878,60.78431,51.45631,69.11765,50.23923,66.34615,0.0697445099250591,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,4.25
Bulgaria,2006,2.0004561680305666,11.47675,22.676287128565534,0.6473700857969272,0.97625,2.8529999999999998,4.55575,4.55575,2.01625,1.1835,3.7205,6.92075,12.909920161169975,5.96879197134756,3.761099089688106,0.39700015625,0.33185831675,0,1,0.16425493275,74.517,53.608,34.38,9703.631,6980.906,4477.025,32.056,16.793,7.416,6.093,9.022,19.15,35.722,17.423,32.501,1.727,3.221,-5.253,-15.28,4.311027287274073,3.9816983106708697,8.406714042321868,13.7159110560133,12.78038461538462,16.52674884615384,3.26,Europe,56.09756,54.63415,57.48792,68.13725,51.19617,65.86539,0.051024620650558614,NA,NA,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,0,EM,5.25
