country,yearQ,total_debt,debt_to_GDP,fx,nonbank_domestic_debt,bank_domestic_debt,official_domestic_debt,domestic_debt,nonbank_foreign_debt,bank_foreign_debt,official_foreign_debt,foreign_debt
Argentina,2004Q1,414.771,94.56970043001749,0.35211267605633806,73.448,92.346,226.599,226.599,128.143,1.022,59.008,188.172
Argentina,2004Q2,432.916,95.27145901845454,0.34036759700476515,85.196,96.744,243.753,243.753,128.135,1.092,59.935,189.162
Argentina,2004Q3,439.244,93.27917734022193,0.33772374197906113,89.994,98.676,250.907,250.907,127.635,1.05,59.652,188.337
Argentina,2004Q4,460.077,94.8387460000973,0.33795201081446435,104.575,101.363,271.476,271.476,128.436,1.002,59.164,188.601
Argentina,2005Q1,448.619,89.190023515628,0.3451846738004833,111.039,102.121,273.466,273.466,118.041,0.915,56.196,175.153
Argentina,2005Q2,295.669,56.09768848888582,0.3487966515521451,4.554,103.331,163.836,163.836,77.247,0.678,53.907,131.833
Argentina,2005Q3,295.391,53.46448701831371,0.3460207612456747,4.818,100.091,160.18,160.18,81.013,0.707,53.491,135.211
Argentina,2005Q4,446.471,76.64243190115442,0.33200531208499334,147.787,99.199,302.523,302.523,88.934,0.683,54.331,143.948
Argentina,2006Q1,451.291,73.29100266320296,0.32658393207054215,152.241,90.17,296.129,296.129,100.752,0.756,53.655,155.163
Argentina,2006Q2,461.456,71.39888646221767,0.3261578604044358,153.972,95.851,300.881,300.881,106.507,0.905,53.163,160.576
Argentina,2006Q3,460.655,67.63621367306476,0.324254215304799,154.929,91.831,299.846,299.846,108.365,0.932,51.513,160.809
Argentina,2006Q4,479.501,66.97843578767761,0.3287310979618672,169.481,86.784,311.28,311.28,116.115,0.864,51.243,168.222
Argentina,2007Q1,483.039,64.52474522149659,0.3246753246753247,158.732,93.318,306.915,306.915,122.243,0.861,53.021,176.124
Argentina,2007Q2,488.443,61.617598279706776,0.3254149040026033,153.763,96.49,305.048,305.048,139.812,1.349,42.234,183.395
Argentina,2007Q3,493.399,58.81479307165588,0.3194888178913738,158.631,93.118,308.043,308.043,139.753,1.128,44.474,185.355
Argentina,2007Q4,519.821,57.952314177669194,0.31959092361776925,190.153,80.134,328.498,328.498,143.881,1.163,46.279,191.323
Argentina,2008Q1,521.328,54.221802735161184,0.3176620076238882,171.639,98.23,327.452,327.452,140.88,1.052,51.943,193.875
Argentina,2008Q2,516.549,49.72284984911343,0.3327787021630616,183.225,90.794,334.494,334.494,133.166,0.767,48.122,182.055
Argentina,2008Q3,519.882,46.99485773382725,0.32102728731942215,180.509,98.16,343.59,343.59,126.198,0.69,49.404,176.292
Argentina,2008Q4,552.969,48.099072728470645,0.2912904165452957,217.119,83.801,370.903,370.903,126.062,0.748,55.256,182.066
Argentina,2009Q1,556.633,47.59037106352014,0.27027027027027023,207.936,91.391,364.694,364.694,132.373,0.894,58.672,191.939
Argentina,2009Q2,585.413,49.652164961202,0.2647603918453799,215.696,94.497,389.646,389.646,133.497,1.053,61.218,195.768
Argentina,2009Q3,597.086,49.73479079371661,0.26157467957101754,209.771,105.215,399.034,399.034,133.533,1.025,63.493,198.052
Argentina,2009Q4,611.528,49.00345122814311,0.2645502645502646,211.482,106.551,415.296,415.296,129.121,0.882,66.229,196.233
Argentina,2010Q1,644.07,48.624958979789255,0.2592016588906169,202.357,117.495,445.658,445.658,130.342,0.832,67.238,198.412
Argentina,2010Q2,674.492,47.06137260795643,0.25568908207619534,197.063,135.603,460.044,460.044,145.297,0.943,68.208,214.448
Argentina,2010Q3,697.657,45.185278011490865,0.25380710659898476,182.884,145.666,461.487,461.487,166.012,1.068,69.09,236.17
Argentina,2010Q4,653.666,39.33668805625029,0.2527805864509606,123.489,143.341,408.215,408.215,173.253,0.935,71.263,245.451
Argentina,2011Q1,701.938,39.45217232602792,0.2478929102627665,94.241,173.065,447.762,447.762,180.716,0.985,72.475,254.176
Argentina,2011Q2,725.787,37.86100849414191,0.24449877750611249,105.675,177.27,465.743,465.743,184.396,0.957,74.691,260.044
Argentina,2011Q3,737.236,35.93836464066984,0.23894862604540026,122.547,168.642,477.962,477.962,181.27,0.992,77.012,259.274
Argentina,2011Q4,770.256,35.34867565944943,0.2334267040149393,163.127,141.952,511.13,511.13,177.874,0.893,80.359,259.126
Argentina,2012Q1,793.288,34.592964428013914,0.22941041523285158,123.735,180.372,522.275,522.275,188.197,0.964,81.852,271.014
Argentina,2012Q2,827.269,34.51699394626348,0.22099447513812154,130.667,183.27,550.551,550.551,191.14,0.798,84.78,276.718
Argentina,2012Q3,879.02,35.01673942566532,0.21381227282446014,124.908,194.912,598.203,598.203,191.753,0.837,88.226,280.817
Argentina,2012Q4,971.126,36.81417360904866,0.2041649652919559,180.508,159.713,671.547,671.547,204.266,0.804,94.509,299.579
Argentina,2013Q1,1000.296,36.062706205423005,0.1960015680125441,145.928,208.117,694.948,694.948,207.056,0.806,97.486,305.348
Argentina,2013Q2,1056.817,35.728040732527774,0.18604651162790697,154.837,219.767,738.406,738.406,213.598,0.976,103.836,318.411
Argentina,2013Q3,1164.447,37.07393910100733,0.17316017316017315,156.362,227.137,822.619,822.619,229.46,1.214,111.153,341.827
Argentina,2013Q4,1321.347,39.463133430456246,0.15382248884786956,241.145,184.165,925.339,925.339,264.323,1.46,130.225,396.008
Argentina,2014Q1,1493.281,41.41703390729623,0.12575452716297786,160.499,279.379,1003.94,1003.94,325.179,5.816,158.345,489.341
Argentina,2014Q2,1617.293,41.10876850103553,0.12371644191513052,110.975,310.392,997.473,997.473,376.051,5.178,238.591,619.82
Argentina,2014Q3,1696.016,39.93990913673968,0.11933174224343675,115.376,344.049,1075.056,1075.056,378.83,3.994,238.135,620.96
Argentina,2014Q4,2088.689,45.61365324209025,0.11750881316098707,389.224,333.76,1464.712,1464.712,373.719,3.857,246.401,623.977
Argentina,2015Q1,2882.025,59.14458455048137,0.11402508551881414,1060.142,425.558,2253.682,2253.682,372.673,5,250.671,628.343
Argentina,2015Q2,3304.393,63.72911874786516,0.11061946902654868,1378.488,463.118,2655.32,2655.32,386.125,5.756,257.193,649.073
Argentina,2015Q3,2249.616,40.394486391642076,0.10666666666666667,173.413,458.622,1573.533,1573.533,400.823,6.477,268.783,676.083
Argentina,2015Q4,2917.412,48.994989049020674,0.07633587786259542,321.241,447.847,1978.003,1978.003,544.455,14.953,380.001,939.409
Argentina,2016Q1,3344.162,51.98449092785585,0.0684931506849315,507.966,568.019,2248.327,2248.327,654.038,15.43,426.367,1095.835
Argentina,2016Q2,3918.676,55.593765981676725,0.06666666666666667,630.848,555.572,2416.426,2416.426,1061.178,21.271,419.801,1502.25
Argentina,2016Q3,4192.505,54.981917393826926,0.06535947712418301,738.213,535.449,2684.673,2684.673,1050.545,29.984,427.303,1507.832
Argentina,2016Q4,4618.72,56.13309106656408,0.06289308176100629,795.092,619.799,2890.475,2890.475,1261.062,19.592,447.591,1728.246
Argentina,2017Q1,5242.976,59.669331239356026,0.06493506493506493,1114.115,753.622,3350.927,3350.927,1414.898,41.779,435.372,1892.049
Argentina,2017Q2,5411.794,58.050072856438874,0.06024096385542168,936.531,746.817,3304.585,3304.585,1596.403,34.197,476.609,2107.209
Argentina,2017Q3,5632.882,56.49928542506435,0.057803468208092484,944.557,689.05,3309.817,3309.817,1688.841,74.546,559.677,2323.065
Argentina,2017Q4,5915.884,55.494906956521405,0.05376344086021505,665.012,813.31,3259.263,3259.263,1937.664,82.886,636.072,2656.621
Argentina,2018Q1,6768.692,59.32347422211557,0.04854368932038835,733.419,990.261,3615.831,3615.831,2339.388,89.977,723.497,3152.861
Argentina,2018Q2,9340.969,76.07417426377935,0.034722222222222224,1177.526,1078.463,4689.487,4689.487,3080.865,189.406,1381.211,4651.482
Argentina,2018Q3,12544.627,94.4683126499122,0.024301336573511544,2254.345,1192.072,6021.858,6021.858,4194.455,324.066,2004.248,6522.769
Argentina,2018Q4,12453.539,85.63416805179209,0.026595744680851064,2367.694,1399.403,5926.803,5926.803,3979.434,252.104,2295.198,6526.736
Argentina,2019Q1,13978.019,88.26760417782886,0.023121387283236993,2621.334,1649.614,6637.56,6637.56,4499.828,202.381,2638.25,7340.459
Argentina,2019Q2,14212.161,80.95853638755426,0.023607176581680833,2564.1,1901.763,6758.101,6758.101,4232.918,210.044,3011.097,7454.06
Argentina,2019Q3,17776.623,91.88240172273152,0.017394329448599755,4566.699,1946.885,7892.5,7892.5,5600.143,83.33,4200.651,9884.123
Argentina,2019Q4,19204.098,89.54107658707575,0.016725204883759826,2767.719,1887.228,8871.262,8871.262,5811.966,100.081,4420.789,10332.836
Brazil,2004Q1,1274.442,72.1862234436633,0.34390260678175943,405.907,326.898,1035.812,1035.812,162.843,13.69,62.098,238.63
Brazil,2004Q2,1294.781,70.81884811026636,0.3218849583158979,413.602,330.575,1052.621,1052.621,162.695,15.861,63.605,242.16
Brazil,2004Q3,1299.456,68.6017647537063,0.3499195185107425,437.72,330.614,1073.867,1073.867,152.979,15.274,57.336,225.589
Brazil,2004Q4,1331.761,68.02507981100753,0.3768465480856195,464.202,343.33,1119.876,1119.876,146.332,13.988,51.565,211.885
Brazil,2005Q1,1387.21,68.92362758654271,0.37517820964958354,492.684,352.863,1168.487,1168.487,154.582,12.696,51.445,218.723
Brazil,2005Q2,1398.274,67.6658735147759,0.42560435818862785,533.31,353.989,1208.362,1208.362,133.649,13.678,42.585,189.912
Brazil,2005Q3,1422.335,67.28022947466611,0.4501665616278023,562.881,366.14,1243.275,1243.275,125.912,13.054,40.095,179.06
Brazil,2005Q4,1453.608,66.96852091418715,0.42736869096969954,582.276,391.749,1257.645,1257.645,141.113,12.706,42.144,195.963
Brazil,2006Q1,1490.608,66.98928249138034,0.46048996131884323,601.471,396.935,1304.407,1304.407,136.631,13.209,36.361,186.201
Brazil,2006Q2,1465.661,64.52210899626866,0.46221400508435406,603.446,394.775,1298.082,1298.082,117.251,12.014,38.314,167.579
Brazil,2006Q3,1511.176,64.67544284251203,0.46010858562620777,631.976,407.054,1339.891,1339.891,118.091,14.879,38.314,171.285
Brazil,2006Q4,1556.476,64.59880885679306,0.46790192775594236,620.129,451.331,1377.708,1377.708,125.851,14.112,38.805,178.768
Brazil,2007Q1,1603.665,64.49220080567746,0.48790007806401253,669.475,458.113,1443.799,1443.799,105.822,17.481,36.563,159.866
Brazil,2007Q2,1655.279,64.27566545165362,0.5193725979017347,688.47,478.848,1493.187,1493.187,106.528,20.856,34.707,162.092
Brazil,2007Q3,1654.862,62.464617731843276,0.5440400413470431,698.425,450.997,1475.087,1475.087,129.399,17.099,33.278,179.775
Brazil,2007Q4,1714.436,63.024641367397194,0.5648121999435188,703.025,473.693,1537.923,1537.923,126.599,17.704,32.21,176.513
Brazil,2008Q1,1734.727,61.93473871744568,0.5719842132357147,711.085,471.899,1549.495,1549.495,133.203,20.287,31.743,185.232
Brazil,2008Q2,1779.757,61.3759045991658,0.6284960090503425,693.418,481.509,1600.114,1600.114,130.055,20.517,29.071,179.643
Brazil,2008Q3,1756.632,58.156570288181975,0.5226025607525477,657.203,480.811,1546.893,1546.893,147.129,27.123,35.487,209.739
Brazil,2008Q4,1910.043,61.42006422914892,0.4280455440458865,665.824,512.498,1677.49,1677.49,166.338,21.459,44.756,232.553
Brazil,2009Q1,1898.602,60.19902500891761,0.44708722671793266,663.436,511.658,1679.061,1679.061,154.328,23.187,42.026,219.541
Brazil,2009Q2,1948.314,61.115370234208555,0.513373376456697,697.546,536.718,1739.202,1739.202,146.746,25.635,36.731,209.112
Brazil,2009Q3,2037.33,63.11102767885686,0.5580357142857143,690.571,553.767,1816.887,1816.887,155.383,31.054,34.005,220.443
Brazil,2009Q4,2156.529,64.70158314979211,0.5745805561939784,740.076,543.871,1924.165,1924.165,166.275,33.294,32.796,232.364
Brazil,2010Q1,2181.507,62.98909511106285,0.5572893446277307,741.384,521.954,1931.024,1931.024,178.417,38.445,33.621,250.483
Brazil,2010Q2,2311.511,64.13958193900122,0.5534646889528448,757.907,600.807,2039.676,2039.676,190.009,45.212,36.614,271.835
Brazil,2010Q3,2336.414,62.321524216797805,0.5866823115283074,743.728,593.739,2051.427,2051.427,200.02,48.527,36.44,284.987
Brazil,2010Q4,2426.059,62.433209542218215,0.5931901767706727,913.979,518.67,2135.826,2135.826,200.631,50.984,38.618,290.233
Brazil,2011Q1,2424.188,60.36353259639425,0.6115459882583171,896.804,515.438,2139.873,2139.873,196.384,50.775,37.156,284.315
Brazil,2011Q2,2540.114,61.081737885017105,0.6360513929525505,959.481,573.552,2255.706,2255.706,200.262,52.79,31.356,284.408
Brazil,2011Q3,2563.163,59.985822434534654,0.5467169646274124,987.047,551.141,2264.217,2264.217,202.461,59.544,36.941,298.946
Brazil,2011Q4,2653.563,60.63371524697799,0.5379814934366258,1000.645,591.569,2346.76,2346.76,213.832,58.718,34.254,306.803
Brazil,2012Q1,2694.372,60.017334462234054,0.5454347114650376,972.356,556.277,2371.565,2371.565,225.705,58.786,38.316,322.807
Brazil,2012Q2,2863.306,62.439426272871465,0.4783773440489859,1036.306,606.915,2509.193,2509.193,242.671,66.492,44.95,354.113
Brazil,2012Q3,2812.607,59.79373487541798,0.49234405002215553,993.315,581.069,2446.977,2446.977,256.54,63.92,45.17,365.63
Brazil,2012Q4,2966.579,61.6142653008665,0.488209734902114,1044.103,619.799,2574.125,2574.125,266.917,69.503,56.034,392.454
Brazil,2013Q1,2914.346,59.15159806044763,0.4954173891503592,1008.003,556.86,2511.694,2511.694,275.1,68.535,59.016,402.652
Brazil,2013Q2,2970.307,58.62787836584475,0.45075501464953793,1035.372,609.768,2559.194,2559.194,287.062,62.202,61.849,411.113
Brazil,2013Q3,2996.762,57.74044485445921,0.4430463869567144,1023.412,579.426,2528.208,2528.208,337.6,64.199,66.756,468.554
Brazil,2013Q4,3177.361,59.594674713253134,0.424844931599966,1068.834,678.606,2700.509,2700.509,340.142,62.16,74.551,476.852
Brazil,2014Q1,3163.411,57.76925686941169,0.4424191479007211,989.053,654.348,2658.295,2658.295,362.575,69.097,73.444,505.116
Brazil,2014Q2,3306.662,59.305482793643705,0.45415323130024066,1131.4,703.773,2831.061,2831.061,330.754,66.753,78.094,475.601
Brazil,2014Q3,3299.931,58.06021004863787,0.40779708017290595,1115.148,672.054,2791.644,2791.644,350.376,70.356,87.554,508.287
Brazil,2014Q4,3560.826,61.617158266758395,0.37647767487387995,1124.251,742.437,2979.924,2979.924,405.405,76.734,98.763,580.902
Brazil,2015Q1,3738.724,63.911516272912586,0.31333228889237036,1157.621,736.722,3069.479,3069.479,447.269,101.351,120.626,669.245
Brazil,2015Q2,3878.186,65.64643658338703,0.31857279388340237,1341.696,757.627,3218.983,3218.983,464.969,74.022,120.213,659.203
Brazil,2015Q3,4148.653,69.68098087585017,0.242883513067133,1342.893,770.32,3395.203,3395.203,517.045,83.329,153.076,753.45
Brazil,2015Q4,4300.759,71.72967089563541,0.25609506248719527,1505.87,783.055,3568.127,3568.127,495.832,94.822,141.978,732.632
Brazil,2016Q1,4383.41,72.59183424046698,0.27693159789531985,1479.965,787.641,3693.097,3693.097,471.823,86.944,131.546,690.313
Brazil,2016Q2,4483.098,73.29408596850303,0.30836596873169075,1701.196,790.899,3816.609,3816.609,457.002,90.921,118.566,666.489
Brazil,2016Q3,4591.608,74.23068410740895,0.3081094404732561,1773.177,828.017,3949.671,3949.671,431.706,91.784,118.447,641.937
Brazil,2016Q4,4853.85,77.42217347696595,0.30688967316249804,1890.357,814.344,4222.713,4222.713,417.348,95.433,118.356,631.137
Brazil,2017Q1,5052.375,79.45161383154331,0.31567649472820253,1946.193,832.08,4439.196,4439.196,392.198,106.641,114.34,613.179
Brazil,2017Q2,5176.269,80.44650150502981,0.30233401862377557,2081.769,868.475,4556.96,4556.96,393.442,105.366,120.501,619.309
Brazil,2017Q3,5291.595,81.34808021054963,0.315716360421797,2115.968,861.729,4697.496,4697.496,372.444,105.661,115.993,594.099
Brazil,2017Q4,5449.151,82.77210670971688,0.30235230090100984,2268.624,898.136,4829.079,4829.079,382.88,115.084,122.108,620.072
Brazil,2018Q1,5593.531,84.0887422582712,0.3009147809340395,2327.969,916.23,4980.972,4980.972,387.304,113.34,111.915,612.559
Brazil,2018Q2,5790.723,86.13316190164821,0.25938991492010793,2391.238,949.939,5108.567,5108.567,452.785,101.22,128.151,682.156
Brazil,2018Q3,5830.452,85.58783273176945,0.2497939200159868,2396.41,963.31,5150.291,5150.291,418.969,128.718,132.474,680.161
Brazil,2018Q4,5937.904,86.19178839385145,0.2581178049661866,2496.905,984.635,5276.743,5276.743,408.922,121.591,130.648,661.161
Brazil,2019Q1,6007.919,86.35761301924688,0.25666692333359,2499.779,975.884,5294.523,5294.523,460.493,124.693,128.21,713.396
Brazil,2019Q2,6078.714,86.2458068647174,0.26098757699133524,2510.063,1020.478,5358.218,5358.218,465.156,127.948,127.393,720.496
Brazil,2019Q3,6268.087,87.61785892210843,0.24016523368077236,2641.044,1079.575,5541.55,5541.55,444.249,142.921,139.367,726.537
Brazil,2019Q4,6437.299,88.70557744345507,0.24813280067492122,2706.369,1147.149,5740.751,5740.751,432.747,123.827,139.974,696.548
Bulgaria,2004Q1,16.314,43.35409734993037,0.625,1.083,2.242,5.129,5.129,6.437,0.758,3.99,11.185
Bulgaria,2004Q2,16.325,42.11262192023237,0.6214654154496302,1.075,2.132,4.976,4.976,6.695,0.662,3.991,11.349
Bulgaria,2004Q3,15.197,37.8942250149611,0.6344775077723495,1.089,2.175,4.998,4.998,5.224,0.807,4.168,10.199
Bulgaria,2004Q4,14.72,35.7280855897401,0.6964273278083433,1.089,2.24,5.027,5.027,5.031,0.556,4.106,9.693
Bulgaria,2005Q1,13.451,31.837418695145846,0.6628222973420826,1.137,2.257,4.942,4.942,3.978,0.443,4.089,8.509
Bulgaria,2005Q2,13.758,31.49095902952621,0.6182380216383307,1.246,2.467,5.109,5.109,3.524,0.927,4.198,8.649
Bulgaria,2005Q3,12.632,27.965197369877576,0.6156877231867997,1.316,2.603,5.164,5.164,2.617,0.795,4.056,7.468
Bulgaria,2005Q4,12.498,26.581705031977588,0.603172688340672,1.116,2.739,4.949,4.949,2.44,0.862,4.247,7.549
Bulgaria,2006Q1,11.708,24.334362879792483,0.6188501763723003,0.894,2.754,4.595,4.595,2.292,1.023,3.797,7.113
Bulgaria,2006Q2,11.542,23.277899678933863,0.6499837504062399,0.955,2.874,4.629,4.629,2.035,1.127,3.751,6.913
Bulgaria,2006Q3,11.468,22.220822756602786,0.6472910868017347,1.015,2.877,4.545,4.545,1.967,1.217,3.738,6.922
Bulgaria,2006Q4,11.189,20.87206319893301,0.6733553296074338,1.041,2.907,4.454,4.454,1.771,1.367,3.596,6.735
Bulgaria,2007Q1,10.622,19.007085853344304,0.6809206046574969,1.124,2.859,4.363,4.363,1.258,1.496,3.506,6.26
Bulgaria,2007Q2,10.452,18.00494414153682,0.6905123601712471,0.813,3.031,4.097,4.097,1.417,1.216,3.722,6.355
Bulgaria,2007Q3,10.426,17.21713341160579,0.724952878062926,0.83,3.258,4.215,4.215,1.111,1.359,3.741,6.212
Bulgaria,2007Q4,10.36,16.326083564862603,0.7512019230769231,0.996,3.29,4.285,4.285,0.887,1.558,3.63,6.074
Bulgaria,2008Q1,9.535,14.627538395217222,0.8084727948904519,0.942,3.187,4.129,4.129,1,1.332,3.074,5.406
Bulgaria,2008Q2,9.501,14.000828154909172,0.8059966148142178,1.117,3.153,4.269,4.269,0.781,1.466,2.986,5.232
Bulgaria,2008Q3,9.629,13.625775848161597,0.7313149041977476,1.222,3.174,4.396,4.396,0.651,1.565,3.016,5.232
Bulgaria,2008Q4,9.481,13.02477658485654,0.7208246233691343,1.428,3.177,4.605,4.605,0.631,1.235,3.009,4.876
Bulgaria,2009Q1,9.346,12.704191004653042,0.6804109682248077,1.209,3.182,4.391,4.391,0.679,1.197,3.078,4.955
Bulgaria,2009Q2,9.755,13.106498699400218,0.7226477814713109,1.36,3.08,4.439,4.439,0.655,1.155,3.505,5.315
Bulgaria,2009Q3,9.674,13.114487425578295,0.748671108781912,1.349,3.009,4.357,4.357,0.347,1.51,3.46,5.317
Bulgaria,2009Q4,9.997,13.667098672266334,0.7330840847445201,1.423,3.069,4.492,4.492,0.535,1.473,3.497,5.505
Bulgaria,2010Q1,10.02,13.80195706792436,0.6891798759476223,1.395,3.028,4.424,4.424,0.597,1.431,3.568,5.596
Bulgaria,2010Q2,10.311,14.263087857334538,0.6273919317397578,1.459,3.232,4.691,4.691,0.31,1.686,3.625,5.62
Bulgaria,2010Q3,10.932,15.010600726122275,0.6977880120019538,1.808,3.702,5.511,5.511,0.463,1.44,3.518,5.421
Bulgaria,2010Q4,11.453,15.392968643952761,0.6789788158609451,1.907,3.892,5.799,5.799,0.623,1.352,3.679,5.654
Bulgaria,2011Q1,11.197,14.600693221917084,0.7263746640517179,1.726,4.054,5.781,5.781,0.437,1.283,3.696,5.416
Bulgaria,2011Q2,11.281,14.292646647044885,0.7389890629618682,1.918,4.006,5.924,5.924,0.525,1.206,3.625,5.357
Bulgaria,2011Q3,11.373,14.055949414649582,0.6904170118751727,1.966,4.11,6.076,6.076,0.365,1.27,3.661,5.297
Bulgaria,2011Q4,12.291,15.23352821388688,0.6615506747816883,2.256,4.591,6.847,6.847,0.256,1.296,3.89,5.443
Bulgaria,2012Q1,12.537,15.596623601201767,0.6828735318219066,2.357,4.837,7.193,7.193,0.248,1.148,3.948,5.344
Bulgaria,2012Q2,12.362,15.379342348024819,0.6437077566784679,2.376,4.652,7.028,7.028,0.197,1.167,3.971,5.334
Bulgaria,2012Q3,14.2,17.58744116918504,0.6611133148221605,2.148,5.313,7.461,7.461,1.276,1.364,4.099,6.739
Bulgaria,2012Q4,13.7,16.6652069724726,0.6740361283364789,1.298,5.607,6.905,6.905,1.396,1.22,4.179,6.796
Bulgaria,2013Q1,13.465,16.32570664384035,0.65470734581642,1.296,5.732,7.027,7.027,0.895,1.107,4.436,6.438
Bulgaria,2013Q2,13.465,16.390796594613413,0.6687621213134488,1.309,5.888,7.197,7.197,0.949,0.985,4.334,6.268
Bulgaria,2013Q3,12.956,15.884793440307583,0.6905123601712471,1.072,5.524,6.596,6.596,0.657,1.228,4.476,6.361
Bulgaria,2013Q4,13.978,17.063235326430615,0.704721634954193,1.198,6.107,7.305,7.305,0.905,0.987,4.781,6.673
Bulgaria,2014Q1,15.021,18.420307148191707,0.7049700387733521,1.432,6.808,8.24,8.24,1.08,0.875,4.825,6.78
Bulgaria,2014Q2,15.922,19.471566589213648,0.6983240223463687,1.429,7.774,9.203,9.203,0.834,1.07,4.815,6.719
Bulgaria,2014Q3,18.88,22.725970508576587,0.6433764395547835,1.791,7.67,9.461,9.461,3.582,1.043,4.793,9.419
Bulgaria,2014Q4,22.724,27.09793899875144,0.6217358865953743,2.422,8.546,10.967,10.967,1.554,3.466,6.736,11.757
Bulgaria,2015Q1,24.52,28.77088449710002,0.5500852632157984,2.568,9.341,11.909,11.909,6.706,0.776,5.129,12.611
Bulgaria,2015Q2,24.408,27.99223814045663,0.5720823798627003,3.002,9.53,12.532,12.532,6.141,0.67,5.064,11.876
Bulgaria,2015Q3,23.383,26.577714733218077,0.5728032993470042,3.148,8.99,12.138,12.138,5.254,0.959,5.032,11.245
Bulgaria,2015Q4,23.218,25.98989396951624,0.5586280096084018,2.807,9.488,12.295,12.295,4.983,0.954,4.986,10.923
Bulgaria,2016Q1,26.692,29.42301502264199,0.5821060597240817,3.212,10.361,13.573,13.573,7.25,0.99,4.878,13.119
Bulgaria,2016Q2,26.709,29.17954018065892,0.5676335357892944,3.258,10.573,13.831,13.831,7.294,0.814,4.77,12.877
Bulgaria,2016Q3,26.62,28.535318615233713,0.570645971239443,3.254,10.681,13.934,13.934,7.051,0.856,4.778,12.686
Bulgaria,2016Q4,27.859,29.296606756201104,0.5389382915656158,3.517,11.047,14.564,14.564,6.765,0.851,5.679,13.295
Bulgaria,2017Q1,27.402,28.428262272360392,0.5466273095003826,3.746,10.877,14.623,14.623,6.401,0.808,5.57,12.78
Bulgaria,2017Q2,27.547,28.006575883952117,0.5834986579530868,3.885,11.117,15.002,15.002,6.308,0.794,5.443,12.545
Bulgaria,2017Q3,25.792,25.68087883727113,0.6036460219727152,3.453,10.483,13.936,13.936,5.854,0.548,5.455,11.856
Bulgaria,2017Q4,25.908,25.323312621385796,0.613195977434388,3.364,11.278,14.643,14.643,5.171,0.775,5.319,11.265
Bulgaria,2018Q1,24.881,24.005893289773677,0.6299609424215699,3.431,10.355,13.786,13.786,5.096,0.706,5.292,11.094
Bulgaria,2018Q2,24.802,23.532241399431296,0.5960541217142517,3.373,10.351,13.724,13.724,5.231,0.558,5.289,11.078
Bulgaria,2018Q3,24.612,22.80317826211027,0.5918560606060607,3.234,10.387,13.621,13.621,5.006,0.756,5.229,10.991
Bulgaria,2018Q4,24.431,22.27159147781711,0.5854115443156539,3.375,10.217,13.591,13.591,4.889,0.728,5.222,10.839
Bulgaria,2019Q1,23.495,20.922011077668348,0.5744485294117647,3.093,9.765,12.858,12.858,4.669,0.74,5.228,10.637
Bulgaria,2019Q2,23.491,20.404837621077338,0.5818351079304126,2.918,9.979,12.897,12.897,4.391,1.097,5.106,10.593
Bulgaria,2019Q3,24.012,20.63837504533914,0.5567308762943993,2.992,10.384,13.376,13.376,4.53,1.019,5.087,10.636
Bulgaria,2019Q4,24.205,20.39668387984036,0.5743825387708213,3.043,10.536,13.579,13.579,4.39,1.069,5.167,10.626
Chile,2004Q1,10923.115,20.31764271547542,0.0016045955616886764,3280.57,320.5,7831.37,7831.37,1934.85,393.463,763.432,3091.745
Chile,2004Q2,10815.801,19.43230920879869,0.0015708697906030569,3313.486,376.4,7809.186,7809.186,1833.303,435.503,737.808,3006.615
Chile,2004Q3,10724.246,18.50328172087477,0.0016475550283379463,3517.392,350.6,7867.892,7867.892,1703.891,432.608,719.855,2856.354
Chile,2004Q4,9994.467,16.527508209582493,0.0017862565421645855,3628.569,399.4,7352.069,7352.069,1609.433,312.463,720.501,2642.398
Chile,2005Q1,10152.228,16.216402196589495,0.0017051752067524938,3864.392,329.7,7379.492,7379.492,1687.059,336.194,749.483,2772.736
Chile,2005Q2,9824.38,15.213770370181901,0.0017273543840254269,3949.752,366.7,7073.352,7073.352,1459.586,538.267,753.175,2751.028
Chile,2005Q3,9034.895,13.589277681112547,0.001873746931739399,3794.481,403.9,6720.281,6720.281,1205.115,403.427,706.072,2314.614
Chile,2005Q4,8499.515,12.348255792879169,0.0019447307520273818,3727.266,444.5,6406.166,6406.166,1103.133,440.525,549.69,2093.349
Chile,2006Q1,8262.123,11.496377978249129,0.0018950161076369148,3966.968,323,6072.168,6072.168,1308.477,297.842,583.636,2189.955
Chile,2006Q2,7965.561,10.511290012880933,0.00182711808664194,3766.235,347,5641.135,5641.135,1302.799,426.153,595.473,2324.426
Chile,2006Q3,7875.341,9.951364134582311,0.001857976292222511,3901.899,312.4,5620.199,5620.199,1272.062,389.962,593.118,2255.142
Chile,2006Q4,7854.124,9.568838874944536,0.0018711524427895143,3858.716,390.2,5625.016,5625.016,1227.815,398.99,602.303,2229.108
Chile,2007Q1,7870.016,9.277699331406962,0.001854014869199251,3754.391,479.6,5631.091,5631.091,1284.724,352.264,601.937,2238.925
Chile,2007Q2,7631.293,8.781731734966854,0.0018958783604443937,3545.308,503.1,5420.708,5420.708,1101.5,514.11,594.975,2210.585
Chile,2007Q3,7563.763,8.548561663388842,0.001954193699679512,3944.223,671,5736.923,5736.923,900.366,347.72,578.755,1826.84
Chile,2007Q4,7061.828,7.785669219429506,0.0020168609576055826,3723.022,707.5,5271.422,5271.422,914.223,305.494,570.689,1790.406
