country,yearQ,year,quarter,total_debt_,debt_to_GDP_,fx_,nonbank_domestic_debt_,bank_domestic_debt_,official_domestic_debt_,domestic_debt_,nonbank_foreign_debt_,bank_foreign_debt_,official_foreign_debt_,foreign_debt_,woe_country_code,GDP_cte,GDP_cur,GDP_per_cap_cte,inflation_mean,inflation_end,unemployment,lending_borroeing_rate,account_balance,develop,ln_GDP_cte,ln_GDP_cur,ln_GDP_per_cap_cte,lending_GDP,account_GPD,taxes,vix_EUA,vix_EUR,Scale,nominal_rate,continent,GDP_per_cap_cur_USD,control_corruption_rank,effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank
India,2004Q4,2004,4,24766.774,85.65422392265219,0.022344589592561595,15325.50325,6916.8975,22857.67325,22857.67325,2.37875,9.7595,1896.9625,1909.10075,534,7849,2875.556,6160,3824,4233,NA,-9062,-0.342,EM,8.968141414126814,7.964001325838111,8.725832056527565,-3.151390548471322,-1.189335210303677e-4,34.0676636632917,15.456793893129769,18.886297709923657,Units,NA,Asia,627.7742472839193,40.97561,52.21675,13.1068,38.42365,55.02392,61.53846
India,2005Q4,2005,4,27594.6125,83.80748844894288,0.022689430316246623,17762.71875,7295.5925,25687.03125,25687.03125,2.3409999999999997,9.605,1895.635,1907.58125,534,9285,3240.424,7607,4404,4882,NA,-7368,-1187,EM,9.136155473786806,8.083459464421933,8.936824154997302,-2.273776518134664,-0.3663100878156686,35.9335681932562,12.779846153846155,14.031134999999999,Units,6.25,Asia,714.861013495661,44.39024,52.45098,17.47573,45.09804,56.9378,61.53846
India,2006Q4,2006,4,30277.0065,80.19708614576119,0.02224029476553012,20081.000500000002,7372.7675,28236.5805,28236.5805,4.56325,18.7225,2017.14025,2040.4260000000002,534,9264,3647.774,7618,6697,7001,NA,-6321,-1008,EM,9.133891199812776,8.201872397520747,8.938269147038548,-1.7328376154882403,-0.27633290878217787,39.4983395125723,12.78038461538462,16.52674884615384,Units,7.25,Asia,806.7532806287992,46.82927,53.65854,16.90821,45.09804,58.37321,59.13462
India,2007Q4,2007,4,33401.4415,75.81898194168579,0.024503264555967994,21802.7075,8670.535,31383.2875,31383.2875,12.384,50.80825,1954.9615000000001,2018.154,534,9801,4112.907,8180,6204,6283,NA,-4505,-1270,EM,9.19023970026918,8.32188535674211,9.009447429596793,-1.095332328204844,-0.3087840303707329,43.9209428942821,17.45256704980844,19.614428735632167,Units,7.75,Asia,1028.3347710766652,40.29126,57.28156,13.52657,42.23301,56.45933,59.61538
India,2008Q4,2008,4,37513.5165,73.17206237654662,0.022559008064163444,23776.468249999998,10137.7525,35060.35825,35060.35825,20.67825,113.34425,2319.1357500000004,2453.15825,534,3891,4356.042,2387,9089,9360,NA,-8982,-2280,EM,8.266421472984554,8.379319125879647,7.77779262633883,-2.061963589882742,-0.5234109312995604,45.2283103406782,32.58267175572519,33.70876145038169,Units,6.5,Asia,998.5223390192679,44.17476,54.85437,13.94231,40.29126,57.69231,60.09615
India,2009Q4,2009,4,42560.79,75.26808173018833,0.020688249071682617,25380.053,13159.68,39817.528,39817.528,48.925000000000004,87.062,2607.275,2743.262,534,8480,4761.455,6942,12314,10538,NA,-9534,-2815,EM,9.045465728785949,8.468308572786123,8.845345196421732,-2.0023291199853825,-0.5912058393915305,50.2709520503202,31.598494208494223,33.634777606177614,Units,4.75,Asia,1101.9608400223901,38.75598,56.45933,10.42654,41.62679,54.9763,59.71564
India,2010Q4,2010,4,47734.675,70.95716631252608,0.02204830710002573,27705.86225,14486.4875,44870.01225,44870.01225,116.9625,102.88875,2644.81175,2864.66275,534,10260,5311.154,8730,10528,9166,NA,-8626,-2802,EM,9.23600811872476,8.577564416424531,9.074520648833648,-1.6241291440617236,-0.5275689614724032,43.3847617348911,22.49457831325302,26.361271485943774,Units,6.25,Asia,1357.5637191326218,38.57143,56.9378,11.37441,38.75598,54.02843,60.18958
India,2011Q4,2011,4,53983.1315,67.43210795135796,0.020993228924098887,30166.59825,16405.5125,50558.80825,50558.80825,263.062,153.05825,3008.20275,3424.32325,534,6638,5782.036,5190,9500,8781,NA,-8349,-4290,EM,8.80056599227992,8.66251114877621,8.554488976159934,-1.4439550359077666,-0.7419531805059671,48.3843778852168,24.20257936507937,30.077896825396813,Units,8.5,Asia,1458.1035268617675,35.54502,54.9763,10.90047,40.75829,52.58216,61.03286
India,2012Q4,2012,4,61632.825,67.15907924723386,0.018634789521758337,33009.25725,18943.184999999998,57678.149750000004,57678.149750000004,343.2765,234.8615,3376.53675,3954.6752500000002,534,5456,6214.485,4055,10000,10488,NA,-7550,-4806,EM,8.604471199523298,8.734638136472782,8.307705966549513,-1.2149035680350022,-0.7733545096657245,44.8389100348776,17.815490196078425,24.584285490196052,Units,8,Asia,1443.8795293904227,36.96682,48.81517,10.90047,35.07109,52.58216,61.03286
India,2013Q4,2013,4,69673.22899999999,67.04775808406082,0.01680545027396839,37270.4595,21440.225,65440.947,65440.947,346.62525,220.073,3665.58375,4232.282,534,6386,6727.337,5005,9400,7663,NA,-7000,-1737,EM,8.761863373274727,8.81393465339635,8.518192691749322,-1.0405305992549503,-0.25820023584369267,46.5792127739105,14.22903100775193,18.533330620155034,Units,7.5,Asia,1449.605912338698,36.96682,47.8673,12.32228,35.07109,53.05164,61.50235
India,2014Q4,2014,4,78209.4425,66.5977794348137,0.016324980191679713,43425.4795,23506.925,73267.852,73267.852,1015.04025,153.51525,3773.0355,4941.5905,534,7410,7359.577,6015,5800,5272,NA,-7071,-1314,EM,8.910585718290132,8.90375773724521,8.70201162840878,-0.9607889149063866,-0.17854287005897213,47.6731165160931,14.131210937500002,18.281921875000005,Units,8,Asia,1573.8814921105177,41.82692,45.19231,13.80952,34.61538,54.80769,60.09852
India,2015Q4,2015,4,87272.074,67.43270907665432,0.015487481010508479,50173.67275,26308.875,81916.42275,81916.42275,1369.73625,122.713,3863.20175,5355.65125,534,7996,8030.815,6594,4900,5259,NA,-7203,-1050,EM,8.98669669562029,8.991041296186614,8.793915423631676,-0.8969201755986161,-0.1307463812825971,42.8559410359832,16.721011673151743,23.99266614785993,Units,6.75,Asia,1605.6054335548802,44.71154,56.25,17.14286,39.90385,55.76923,60.59113
India,2016Q4,2016,4,97971.0315,68.19581590676954,0.014895504714154222,54924.20725,29830.575,92135.06475,92135.06475,1480.9185,126.66825,4228.3795,5835.96675,534,8256,8783.888,6851,4500,3569,NA,-7118,-0.626,EM,9.018695487721343,9.08067441321265,8.832149906002899,-0.8103473086177783,-7.126684675396589e-5,41.254222699108,15.863488372093013,23.590334883720946,Units,6.25,Asia,1732.5642617842798,47.59615,55.76923,14.7619,41.34615,53.36538,61.57635
India,2017Q4,2017,4,108318.8625,67.74274174841298,0.015453396053219734,61881.24675,32667.05,102031.53675,102031.53675,1882.3695,185.61275,4219.34375,6287.32575,534,7044,9579.686,5654,3602,4594,NA,-6361,-1834,EM,8.859931469616097,9.167400093809787,8.640118538253535,-0.6640092378810746,-0.19144677602167753,44.1572934195377,11.090891472868222,14.76677790697675,Units,NA,Asia,1981.651049899201,48.55769,56.73077,18.09524,42.30769,52.88462,59.60591
India,2018Q4,2018,4,120203.404,67.28343528205626,0.014517253577687458,72180.10925000001,34131.505000000005,113441.67925,113441.67925,1790.291,230.64575,4740.78825,6761.72475,534,6120,10413.608,4742,3428,2465,NA,-6270,-2108,EM,8.719317375506371,9.250868691378122,8.464214266625351,-0.6020967948860759,-0.20242743917381947,NA,16.569101562499988,16.331809375,Units,NA,Asia,2005.8630045240309,49.51923,63.94231,14.7619,46.63462,55.28846,60.09852
India,2019Q4,2019,4,133281.6785,68.43363924139629,0.01428612377342482,80102.92850000001,36163.55,126311.3635,126311.3635,1656.31925,295.6225,5018.3735,6970.315,534,4228,11043.18,2875,4536,5766,NA,-7442,-1126,EM,8.349484346990128,9.309568321832788,7.963807953231451,-0.6739000903725195,-0.10196338373548199,NA,15.383007812499997,15.049324218750007,Units,NA,Asia,2104.1459000333275,NA,NA,NA,NA,NA,NA
Indonesia,2004Q4,2004,4,1271733.9610000001,54.005960901785606,1.09840619059762e-4,41109.165,332143.5,644020.665,644020.665,299.86175,19471.721,607941.71375,627713.29625,536,5031,1245.405,3554,6060,6385,9860,-0.26,1881,EM,8.523374050491318,7.127216057204662,8.175829008714597,-2.087674290692586e-4,1.5103520541510593,28.1862969911652,15.456793893129769,18.886297709923657,Units,NA,Asia,1150.2613149956467,17.07317,42.85714,4.368932,24.13793,24.88038,40.38462
Indonesia,2005Q4,2005,4,1305584.5055,46.8480900610457,1.0179066129521776e-4,35571.89725,305054.625,630646.7722499999,630646.7722499999,686.36725,44569.725,629681.6410000001,674937.7332499999,536,5693,1357.299,4206,10465,17138,11240,0.424,0.513,EM,8.646992628951082,7.213251974546852,8.344267356262645,3.123851119023885e-4,3.779565151083144e-4,NA,12.779846153846155,14.031134999999999,Units,NA,Asia,1263.2873205457474,19.5122,38.23529,7.281553,27.94118,23.92344,45.67308
Indonesia,2006Q4,2006,4,1303802.9640000002,38.292422436381614,1.0921704187493357e-4,36448.03675,293916.75,635715.53675,635715.53675,1487.303,96579.0395,570021.08525,668087.42725,536,5501,1475.301,4018,13101,6585,10280,0.372,2408,EM,8.612685172875459,7.29661731575153,8.29853954537488,2.5215193374097895e-4,1.6322092915276274,NA,12.78038461538462,16.52674884615384,Units,9.75,Asia,1589.801488661421,20.4878,42.43903,10.14493,41.17647,27.27273,45.19231
Indonesia,2007Q4,2007,4,1354062.9015000002,33.59516840082661,1.0893377271511445e-4,59379.35,315126.5,658929.6,658929.6,12414.31725,121863.5455,560855.439,695133.30175,536,6345,1611.057,4850,6320,5794,9110,-0.947,1445,EM,8.755422380148488,7.384645764301521,8.48673398393153,-5.878128458521331e-4,0.8969266760890521,NA,17.45256704980844,19.614428735632167,Units,8,Asia,1860.0027631068176,31.5534,45.63107,13.04348,41.26213,29.66507,46.63462
Indonesia,2008Q4,2008,4,1541000.0444999998,31.13137967472052,1.0371325028535889e-4,135791.81524999999,310378.25,726511.06525,726511.06525,77652.4315,110170.37725,626666.17075,814488.97925,536,7442,1764.614,5931,9868,11057,8390,0.054,0.022,EM,8.914894908906568,7.475687248565894,8.687948111838727,3.0601593322959015e-5,1.2467315798242561e-5,33.300968598736,32.58267175572519,33.70876145038169,Units,9.25,Asia,2166.8541670002546,33.98058,46.1165,15.86539,42.71844,31.25,47.11538
Indonesia,2009Q4,2009,4,1611962.6565,27.781721731555745,9.846767310496654e-5,115878.041,322909,720864.041,720864.041,129181.714,105101.525,656815.37675,891098.61575,536,4702,1861.668,3230,4803,2769,7870,-1644,1840,EM,8.455743229100015,7.529228139039053,8.080237416216702,-0.8830790452432979,0.988360975211477,37.4219646640445,31.598494208494223,33.634777606177614,Units,6.5,Asia,2261.247223745765,21.05263,46.41148,21.32701,39.23445,33.17535,47.8673
Indonesia,2010Q4,2010,4,1635514.0745,24.998071210716272,1.1077119014614345e-4,195134.43875,253107.25,726739.68875,726739.68875,177929.82575,137178.479,593666.081,908774.38575,536,6378,2003.475,4882,5141,6963,7140,-1242,0.702,EM,8.760609847570002,7.602638451835132,8.493310250952906,-0.619922883989069,3.5039119529816943e-4,35.8837315880877,22.49457831325302,26.361271485943774,Units,6.5,Asia,3122.3628152164947,24.76191,46.88995,20.37915,36.84211,31.27962,48.34123
Indonesia,2011Q4,2011,4,1745594.635,23.4181273947845,1.1369035649724769e-4,215930.85450000002,238596,755782.1045,755782.1045,246780.545,137658.99875,605372.98625,989812.53025,536,6170,2171.519,4262,5343,3779,6560,-0.703,0.189,EM,8.727454116899434,7.683182201648778,8.357493812658563,-3.237365180778985e-4,8.703584909917897e-5,35.6160830090791,24.20257936507937,30.077896825396813,Units,6,Asia,3643.0439361610156,25.11848,46.4455,20.85308,39.33649,31.4554,48.82629
Indonesia,2012Q4,2012,4,1937219.85775,23.180731913556837,1.0553183706111602e-4,244963.75625,264318.75,854902.75625,854902.75625,295874.574,159789.6525,626652.8755000001,1082317.1014999999,536,6030,2346.626,4546,3981,3655,6140,-1586,-2657,EM,8.704502289721232,7.760733830788365,8.422003004412488,-0.6758639851429243,-1.1322639398012293,34.7591144860162,17.815490196078425,24.584285490196052,Units,5.75,Asia,3694.3489460323703,31.27962,45.49763,25.59242,43.60189,34.2723,52.58216
Indonesia,2013Q4,2013,4,2168127.25175,23.702064330499788,9.293947480034462e-5,283596.68525,293633.5,929716.93525,929716.93525,393669.7625,192946.991,651793.56275,1238410.3165,536,5557,2520.492,4118,6411,8078,6250,-2217,-3176,EM,8.622813673279921,7.83220939954423,8.323122887587735,-0.8795901752514984,-1.2600714463684073,35.2013623410023,14.22903100775193,18.533330620155034,Units,7.5,Asia,3623.911582351342,32.70142,47.39336,28.43602,46.4455,37.0892,50.23474
Indonesia,2014Q4,2014,4,2534258.8540000003,24.82691360746285,8.33775549915866e-5,341350.9255,347951.75,1051752.6755000001,1051752.6755000001,594485.43825,187682.50575,700338.2347500001,1482506.17875,536,5007,2695.668,3613,6397,8363,5940,-2146,-3087,EM,8.518592212329946,7.899401319048587,8.19229373114764,-0.7960921003625075,-1.1451706960946229,35.2515101603578,14.131210937500002,18.281921875000005,Units,7.75,Asia,3491.6247908576693,33.65385,53.84615,30,50,42.78846,51.72414
Indonesia,2015Q4,2015,4,2985995.4035,26.74330439723578,7.30383864357341e-5,378745.012,440852.75,1189685.512,1189685.512,840454.243,193527.049,762328.5995,1796309.8915,536,4876,2856.55,3472,6361,3359,6180,-2604,-2035,EM,8.492080490601163,7.957369881949711,8.15248607578024,-0.9115891547496104,-0.7123978225481787,39.9883726135378,16.721011673151743,23.99266614785993,Units,7.5,Asia,3331.6951275862816,39.42308,45.19231,24.76191,46.63462,39.42308,53.69458
Indonesia,2016Q4,2016,4,3377782.562,28.02319886905734,7.56395631791559e-5,462532.3695,521974.25,1353174.6195,1353174.6195,1007729.0927500001,227426.72225,789452.127,2024607.94225,536,5033,3031.39,3851,3527,3021,5610,-2486,-1819,EM,8.52377150677636,8.016776539186283,8.25608813381491,-0.8200858352109098,-0.6000547603574599,42.8233538606091,15.863488372093013,23.590334883720946,Units,4.75,Asia,3562.8457564197097,41.82692,52.40385,32.38095,50,40.38462,51.72414
Indonesia,2017Q4,2017,4,3790279.18725,28.832176055233678,7.451994488978608e-5,550971.70525,576686.25,1513887.95525,1513887.95525,1198011.9035,267302.86125,811076.468,2276391.2325,536,5070,3245.058,3920,3809,3608,5500,-2509,-1595,EM,8.531096096585228,8.08488850263023,8.273846932784508,-0.7731757028687931,-0.49151663853157634,38.8197326535585,11.090891472868222,14.76677790697675,Units,4.25,Asia,3837.6517312111655,48.07692,54.80769,29.52381,51.92308,40.86538,50.73891
Indonesia,2018Q4,2018,4,4311680.9995,30.025034812212283,6.954010952126256e-5,707271.186,634042,1732658.436,1732658.436,1381492.997,330806.39575,866723.17075,2579022.5637499997,536,5170,3495.968,4053,3292,3157,5340,-1750,-2938,EM,8.550627967502475,8.159365583415456,8.307212626628308,-0.5005766643172935,-0.8403967084366906,38.5953178423691,16.569101562499988,16.331809375,Units,6,Asia,3893.8464247557094,46.15385,59.13462,27.61905,50.96154,42.78846,52.21675
Indonesia,2019Q4,2019,4,4655750.57675,30.061800256635614,7.085257216153524e-5,828509.8895,690953,1923383.8895,1923383.8895,1513281.29625,372862.2965,846223.0945,2732366.68725,536,5025,3735.644,3943,2820,2586,5280,-2229,-2715,EM,8.522180732927277,8.225675505729212,8.279697133877628,-0.5966842664879202,-0.7267823165162419,NA,15.383007812499997,15.049324218750007,Units,5,Asia,4135.569262815537,NA,NA,NA,NA,NA,NA
Latvia,2004Q4,2004,4,1.50925,14.47076943280145,1.260223798607996,0.31775,0.31875,0.707,0.707,0.23675,0.32725,0.238,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1816538678034,15.456793893129769,18.886297709923657,Units,2,Europe,6343.143525752026,60.4878,72.4138,66.01942,78.81773,67.94258,71.15385
Latvia,2005Q4,2005,4,1.57825,12.7379508183819,1.2223747433918097,0.40349999999999997,0.2995,0.79025,0.79025,0.2025,0.3715,0.21425,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2130440136372,12.779846153846155,14.031134999999999,Units,2.25,Europe,7552.873894203354,65.85366,70.09804,71.35922,76.47059,67.94258,72.11539
Latvia,2006Q4,2006,4,1.698,10.896507262391452,1.2661750953021722,0.4285,0.3295,0.84775,0.84775,0.23725000000000002,0.328,0.285,0.85025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1902482672743,12.78038461538462,16.52674884615384,Units,3.5,Europe,9663.373451366586,68.78049,74.14634,72.94686,79.41177,68.89952,74.03846
Latvia,2007Q4,2007,4,1.8167499999999999,8.887736334458776,1.3930750322795498,0.5705,0.33225,0.91525,0.91525,0.117,0.46725,0.31725000000000003,0.90175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7105612899023,17.45256704980844,19.614428735632167,Units,4,Europe,14042.462420021224,68.93204,69.41747,64.25121,80.58253,72.72727,72.11539
Latvia,2008Q4,2008,4,2.9924999999999997,11.714199208942034,1.4948986123514523,0.932,0.59625,1.52825,1.52825,0.12425,0.77875,0.56075,1.46375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5882717229767,32.58267175572519,33.70876145038169,Units,2.5,Europe,16376.998363393344,63.59223,70.38835,51.92308,80.58253,74.51923,71.15385
Latvia,2009Q4,2009,4,5.92575,28.556817259684905,1.4122734890956057,1.5150000000000001,0.623,2.138,2.138,0.10525,0.6595,3.02325,3.78775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74105497189734,31.598494208494223,33.634777606177614,Units,1,Europe,12257.216568305148,64.5933,71.77033,54.9763,79.42583,73.93365,72.03792
Latvia,2010Q4,2010,4,8.03425,44.67326328022181,1.3190015333255332,1.6905000000000001,0.68425,2.3747499999999997,2.3747499999999997,0.13325,0.6315000000000001,4.8942499999999995,5.6595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.42101347942369,22.49457831325302,26.361271485943774,Units,1,Europe,11348.406230467337,63.80952,72.72727,64.45498,80.38277,73.93365,72.03792
Latvia,2011Q4,2011,4,8.87175,46.043754593736836,1.3775451719221832,1.8285,0.79375,2.62225,2.62225,0.3775,0.53775,5.33425,6.2495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.14462068758204,24.20257936507937,30.077896825396813,Units,1,Europe,13832.391178053627,65.40285,72.51185,57.8199,79.14692,71.83099,69.95305
Latvia,2012Q4,2012,4,9.265,43.380003759167266,1.301747312991947,1.59175,0.73625,2.328,2.328,1.1995,0.6845,5.0535,6.937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1363909527972,17.815490196078425,24.584285490196052,Units,NA,Europe,13850.642815343374,64.45498,75.82938,61.13744,80.09479,72.76995,71.83099
Latvia,2013Q4,2013,4,9.13525,40.73592887545665,1.3295239897616953,1.549,0.736,2.285,2.285,1.64325,0.668,4.53925,6.85025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35658570374276,14.22903100775193,18.533330620155034,Units,NA,Europe,15041.174458498132,66.82465,76.30331,65.40285,80.56872,73.23943,71.3615
Latvia,2014Q4,2014,4,9.73675,41.68408205199857,1.3042494728243483,1.39975,0.73075,2.1305,2.1305,2.4875,0.87825,4.24,7.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.10608612718126,14.131210937500002,18.281921875000005,Units,0.3,Europe,15740.326749071934,67.78846,78.36539,61.90476,85.57692,78.36539,72.4138
Latvia,2015Q4,2015,4,8.869,36.74236858191413,1.1009512205645893,1.187,0.9405,2.41175,2.41175,2.2275,0.908,3.3217499999999998,6.4575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31126258743561,16.721011673151743,23.99266614785993,Units,NA,Europe,13698.937947647606,67.78846,83.65385,60.47619,81.25,76.44231,73.39902
Latvia,2016Q4,2016,4,9.67775,39.002369501890406,1.1047222903667502,1.19875,1.048,2.8485,2.8485,2.05675,1.0215,3.75075,6.82925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3340536019703,15.863488372093013,23.590334883720946,Units,NA,Europe,14153.41492269162,66.82692,78.84615,62.38095,83.65385,80.28846,73.89162
Latvia,2017Q4,2017,4,10.32875,39.590462908049076,1.1475479402681716,1.1935,0.9259999999999999,2.98875,2.98875,2.2505,0.87725,4.21225,7.34025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2906668633746,11.090891472868222,14.76677790697675,Units,NA,Europe,15586.581893920038,69.71154,78.84615,62.85714,82.69231,80.28846,73.89162
Latvia,2018Q4,2018,4,10.5515,37.538519540232905,1.1751254922812053,1.11075,0.71075,2.92725,2.92725,2.3245,0.94075,4.359249999999999,7.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.19323302345473,16.569101562499988,16.331809375,Units,NA,Europe,17805.280314381685,64.42308,79.80769,60.95238,85.57692,79.32692,74.87685
Latvia,2019Q4,2019,4,11.27275,37.531825122201674,1.1184510677069477,0.9315,0.62375,2.879,2.879,3.17425,1.2285,3.99125,8.3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.383007812499997,15.049324218750007,Units,NA,Europe,17836.36488659576,NA,NA,NA,NA,NA,NA
Lithuania,2004Q4,2004,4,3.543,20.10442208494819,1.260223798607996,1.18625,0.61475,1.802,1.802,0.34775,0.937,0.4555,1.7405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6948367797603,15.456793893129769,18.886297709923657,Units,2,Europe,6706.966998439284,69.2683,75.86207,72.81554,80.78818,68.89952,77.88461
Lithuania,2005Q4,2005,4,3.5445,17.75848412674079,1.2223747433918097,1.22375,0.608,1.8325,1.8325,0.34125,0.86975,0.50075,1.7117499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5938154038035,12.779846153846155,14.031134999999999,Units,2.25,Europe,7863.16200865166,64.87805,75,69.41747,78.43137,68.89952,74.51923
Lithuania,2006Q4,2006,4,3.82225,16.741817189004696,1.2661750953021722,1.276,0.63525,1.91225,1.91225,0.136,1.32925,0.4445,1.9100000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0112661203584,12.78038461538462,16.52674884615384,Units,3.5,Europe,9240.642547974407,60.4878,75.12195,74.87923,77.94118,70.33493,74.51923
Lithuania,2007Q4,2007,4,4.24925,15.73078561245657,1.3930750322795498,1.56375,0.735,2.299,2.299,0.1455,1.42425,0.38025,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.18206787031,17.45256704980844,19.614428735632167,Units,4,Europe,12297.915348039623,60.19418,74.27184,76.3285,83.49515,71.77033,74.03846
Lithuania,2008Q4,2008,4,4.42125,13.951385809136815,1.4948986123514523,0.8674999999999999,0.69025,1.55725,1.55725,0.22925,2.24525,0.38975,2.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2914862503471,32.58267175572519,33.70876145038169,Units,2.5,Europe,14961.568175918665,61.65049,73.30097,70.67308,83.00971,71.63461,72.59615
Lithuania,2009Q4,2009,4,6.5672500000000005,22.51851502768833,1.4122734890956057,1.57825,0.9435,2.52225,2.52225,0.49075,2.62675,0.92775,4.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1905861908997,31.598494208494223,33.634777606177614,Units,1,Europe,11837.391027108608,65.07177,73.20574,69.19431,78.4689,70.61611,74.40759
Lithuania,2010Q4,2010,4,9.456,34.69654885673079,1.3190015333255332,1.26775,1.36075,2.6285,2.6285,3.08875,2.476,1.2625,6.82725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5708693848295,22.49457831325302,26.361271485943774,Units,1,Europe,11957.084213606453,69.04762,74.16268,70.61611,79.42583,73.45972,75.35545
Lithuania,2011Q4,2011,4,10.98725,36.71215273222792,1.3775451719221832,1.26425,1.7807499999999998,3.09,3.09,4.34025,2.02075,1.53625,7.89725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4081318052775,24.20257936507937,30.077896825396813,Units,1,Europe,14354.188379295345,67.29858,72.98578,68.72038,78.67299,73.70892,74.64789
Lithuania,2012Q4,2012,4,13.07475,40.210193081624524,1.301747312991947,1.92075,1.8595,3.856,3.856,5.88175,1.47875,1.858,9.2185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0574454442712,17.815490196078425,24.584285490196052,Units,NA,Europe,14339.28786728957,68.24644,73.93365,72.51185,82.93839,76.05634,75.11737
Lithuania,2013Q4,2013,4,13.4855,39.34701159288216,1.3295239897616953,1.64725,2.41925,4.1285,4.1285,6.40875,0.9550000000000001,1.99325,9.357000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5799343733751,14.22903100775193,18.533330620155034,Units,NA,Europe,15702.143059565025,68.24644,74.40759,80.56872,84.83412,74.17841,75.58685
Lithuania,2014Q4,2014,4,14.078,39.06069648083719,1.3042494728243483,1.1945000000000001,2.49475,3.74325,3.74325,6.89925,1.235,2.20075,10.334999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2453967949551,14.131210937500002,18.281921875000005,Units,0.3,Europe,16548.406405238577,70.67308,78.84615,70.47619,86.05769,79.32692,76.35468
Lithuania,2015Q4,2015,4,14.41225,39.04544640096986,1.1009512205645893,0.33875,2.38575,3.2395,3.2395,7.0280000000000005,1.39175,2.7535000000000003,11.17275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1650157464668,16.721011673151743,23.99266614785993,Units,NA,Europe,14249.114966602645,70.67308,85.57692,70.95238,87.01923,81.25,77.3399
Lithuania,2016Q4,2016,4,15.293,39.96686019409738,1.1047222903667502,0.8445,2.09325,4.13375,4.13375,5.9165,1.17975,4.0625,11.15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9715727385554,15.863488372093013,23.590334883720946,Units,NA,Europe,14999.479639132926,75,81.25,73.80952,84.61539,81.73077,78.32513
Lithuania,2017Q4,2017,4,16.16875,39.523534165127664,1.1475479402681716,1.2425,1.732,4.548,4.548,5.3100000000000005,1.26525,5.04525,11.621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5768029491542,11.090891472868222,14.76677790697675,Units,NA,Europe,16882.63947119948,70.19231,80.28846,72.85714,83.17308,80.76923,78.32513
Lithuania,2018Q4,2018,4,15.27825,34.708805359736246,1.1751254922812053,0.5235,1.4625,3.7225,3.7225,5.072,0.9944999999999999,5.4895,11.55575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.8356906821571,16.569101562499988,16.331809375,Units,NA,Europe,19080.61737175528,68.75,80.76923,72.85714,82.69231,79.80769,77.83251
