country,yearQ,year,quarter,total_debt_,debt_to_GDP_,fx_,nonbank_domestic_debt_,bank_domestic_debt_,official_domestic_debt_,domestic_debt_,nonbank_foreign_debt_,bank_foreign_debt_,official_foreign_debt_,foreign_debt_,woe_country_code,GDP_cte,GDP_cur,GDP_per_cap_cte,inflation_mean,inflation_end,unemployment,lending_borroeing_rate,account_balance,develop,ln_GDP_cte,ln_GDP_cur,ln_GDP_per_cap_cte,lending_GDP,account_GPD,taxes,vix_EUA,vix_EUR,Scale,nominal_rate,continent,GDP_per_cap_cur_USD,control_corruption_rank,effectiveness_rank,political_stability_rank,regulatory_quality_rank,rule_of_law_rank,voice_rank
Australia,2014Q4,2014,4,473.90625,29.572551467627658,0.8898755197291147,170.04225,54.85025,251.04475,251.04475,40.0025,4.5672500000000005,178.29175,222.8615,193,2582,1114.731,1095,2488,1622,6058,-2919,-3072,AM,7.856319571406588,7.0163683991820225,6.9985096422506015,-2.6185689641716254,-2.755821808131289,63.6685162166664,14.131210937500002,18.281921875000005,Units,2.5,Oceania,62510.79117056414,95.19231,92.30769,85.2381,98.07692,96.15385,93.59606
Australia,2015Q4,2015,4,531.00525,32.58419397987924,0.7407505533859686,179.49875,70.3995,281.6645,281.6645,39.33975,5.69925,204.30225000000002,249.34074999999999,193,2306,1152.307,0.837,1485,1690,6050,-2803,-4619,AM,7.743269700829004,7.0495212988084255,-0.17793120849266178,-2.432511474806627,-4.008480378926796,64.8908594986989,16.721011673151743,23.99266614785993,Units,2,Oceania,56755.7217124249,94.23077,92.30769,75.71429,96.15385,94.71154,93.10345
Australia,2016Q4,2016,4,586.31825,35.068616486492274,0.7487249441423948,185.81625,104.50450000000001,330.68925,330.68925,39.223,15.142249999999999,201.26375,255.629,193,2776,1196.554,1069,1277,1385,5700,-2509,-3271,AM,7.9287663216266955,7.0872010379639585,6.974478911025045,-2.096854801371271,-2.7336835612935144,64.2338295439127,15.863488372093013,23.590334883720946,Units,1.5,Oceania,49971.13145612901,93.26923,92.30769,89.04762,97.59615,94.71154,94.08867
Australia,2017Q4,2017,4,650.7275,36.65827282426763,0.7743752957158688,205.1765,122.88875,371.87149999999997,371.87149999999997,47.998000000000005,25.89425,204.964,278.856,193,2461,1249.092,0.874,1972,2004,5575,-1691,-2561,AM,7.8083230503910555,7.130172166340034,-0.1346749033266016,-1.353783388253227,-2.0502893301694347,64.1103056368251,11.090891472868222,14.76677790697675,Units,1.5,Oceania,54066.4712686117,92.78846,92.30769,79.52381,98.07692,93.26923,94.58128
Australia,2018Q4,2018,4,685.36975,36.80529239066048,0.733399769166156,218.03975,118.581,388.2765,388.2765,56.481,30.40375,210.20825000000002,297.09325,193,2730,1314.459,1106,1934,1786,5292,-0.942,-2055,AM,7.912056888179006,7.1811804531167445,7.00850518208228,-7.166446423966056e-4,-1.5633808281582005,65.1876314296205,16.569101562499988,16.331809375,Units,1.5,Oceania,57395.919466316685,92.78846,92.78846,82.85714,98.07692,92.78846,95.56651
Australia,2019Q4,2019,4,719.7795000000001,36.7146924337889,0.6939507032928516,227.6755,137.22325,404.83050000000003,404.83050000000003,62.67725,25.23825,227.03325,314.949,193,1847,1362.073,0.294,1610,1842,5183,-3732,0.509,AM,7.52131798019924,7.216763082923669,-1.2241755116434554,-2.7399412513132555,3.7369509563731166e-4,NA,15.383007812499997,15.049324218750007,Units,NA,Oceania,54907.101910142366,NA,NA,NA,NA,NA,NA
Austria,2004Q4,2004,4,164.3895,69.05,1.260225,20.351,41.311,62.46625,62.46625,68.52974999999999,24.12025,9.273,101.92325,122,2735,287520,2091,1963,2512,5500,-4839,2076,AM,7.913886714856082,12.569047702017386,7.645397699428633,-0.016830133555926545,0.007220367278797997,27.8828792998736,15.456793893129769,18.886297709923657,Units,2,Europe,36821.52146800933,97.07317,93.10345,84.95145,91.62562,96.17225,92.78846
Austria,2005Q4,2005,4,182.69650000000001,73.325,1.222375,28.42875,40.66575,69.9195,69.9195,72.68175,27.7265,12.368500000000001,112.7765,122,2244,303129,1550,2100,1519,5642,-2541,2258,AM,7.716015266642587,12.621913736463108,7.346010209913293,-0.008382569797017111,0.007448973869210798,26.8957567653967,12.779846153846155,14.031134999999999,Units,2.25,Europe,38403.13387707148,95.12195,92.64706,86.40777,95.09804,97.60766,90.38461
Austria,2006Q4,2006,4,186.2075,70.975,1.266175,28.55725,39.07525,68.48975,68.48975,81.87975,20.9025,14.93525,117.7175,122,3454,323090,2920,1690,1642,5233,-2563,3295,AM,8.147288258706624,12.685686201163398,7.979338895262328,-0.007932774149617754,0.010198396731560866,27.146680402616,12.78038461538462,16.52674884615384,Units,3.5,Europe,40635.281815972434,94.63415,96.09756,86.47343,96.07843,98.56459,93.75
Austria,2007Q4,2007,4,197.8775,71.25,1.393075,30.5835,34.7415,66.33975,66.33975,82.2495,31.535,17.75325,131.5375,122,3727,344136,3387,2199,3456,4867,-1382,3802,AM,8.223358899479258,12.748792207062985,8.127699852817772,-0.00401585419717786,0.011047957784131856,28.1433722197087,17.45256704980844,19.614428735632167,Units,4,Europe,46855.77174520952,96.11651,96.60194,96.13527,96.11651,99.52153,94.71154
Austria,2008Q4,2008,4,195.30075,67,1.4949,30.3445,33.05375,64.54075,64.54075,73.9405,26.71,30.1095,130.76,122,1460,355952,1139,3228,1492,4092,-1521,4490,AM,7.286191714702382,12.782551169282915,7.037905963447182,-0.004273048051422664,0.012614060322740145,29.0302638886835,32.58267175572519,33.70876145038169,Units,2.5,Europe,51708.76575417583,93.68932,94.66019,98.55769,94.17476,98.55769,94.23077
Austria,2009Q4,2009,4,217.02974999999998,75.15,1.412275,35.81025,40.43875,77.93299999999999,77.93299999999999,82.26125,25.27225,31.5625,139.0965,122,-3765,345164,-3995,0.405,1040,5333,-5356,2596,AM,NA,12.751774945383463,NA,-0.015517261359817363,0.007521062451472343,26.0059887127633,31.598494208494223,33.634777606177614,Units,1,Europe,47963.179402321686,92.82297,93.77991,90.99526,91.86603,96.20853,94.78673
Austria,2010Q4,2010,4,241.02875,82.475,1.319,47.31775,43.72475,93.22874999999999,93.22874999999999,82.916,26.88,38.004000000000005,147.8,122,1837,355601,1599,1694,2183,4842,-4453,2855,AM,7.515889085215125,12.781564594766413,7.377133712833954,-0.012522461972829097,0.0080286613367229,26.4445645662247,22.49457831325302,26.361271485943774,Units,1,Europe,46858.043273371695,91.90476,97.12919,89.09953,92.3445,96.20853,95.26067
Austria,2011Q4,2011,4,251.44125,82.175,1.37755,47.165,45.51275,95.24625,95.24625,83.381,25.947,46.867000000000004,156.19475,122,2923,373640,2586,3542,3308,4592,-2577,1631,AM,7.980365765111246,12.831048045986785,7.857867559331803,-0.0068970131677550586,0.0043651643293009315,26.660641463424,24.20257936507937,30.077896825396813,Units,1,Europe,51374.95840669338,89.57346,93.36493,91.46919,90.52132,96.71362,94.83568
Austria,2012Q4,2012,4,261.52175,82.95,1.30175,46.0065,50.40275,99.35125,99.35125,83.30425,30.764499999999998,48.101749999999996,162.17025,122,0.68,383398,0.229,2566,2810,4917,-2189,1483,AM,-0.3856624808119846,12.856828893095985,-1.4740332754278973,-0.005709471619570264,0.0038680431301154413,26.993281110221,17.815490196078425,24.584285490196052,Units,NA,Europe,48567.69528642002,89.09953,92.891,96.20853,91.46919,97.1831,95.30516
Austria,2013Q4,2013,4,265.74225,82.6,1.329525,30.615,51.91175,85.77175,85.77175,101.13025,35.0705,43.76975,179.97050000000002,122,0.026,390224,-0.575,2120,1856,5333,-1950,1943,AM,-3.649658740960655,12.874476212199204,NA,-0.004997129853622535,0.004979191438763377,27.3637576864748,14.22903100775193,18.533330620155034,Units,NA,Europe,50716.70870628636,90.99526,92.891,96.20853,91.46919,97.65258,95.77465
Austria,2014Q4,2014,4,270.86175,82.2,1.30425,6.0565,57.057249999999996,66.33775,66.33775,119.826,42.0815,42.61625,204.5235,122,0.661,400074,-0.125,1466,0.699,5608,-2729,2474,AM,-0.41400143913045073,12.89940480897973,NA,-0.006821238070956873,0.006183855986642471,27.9240583627399,14.131210937500002,18.281921875000005,Units,0.3,Europe,51717.4959405515,90.38461,91.34615,95.2381,91.34615,96.63461,94.58128
Austria,2015Q4,2015,4,290.254,85.42500000000001,1.10095,5.5794999999999995,62.472,77.3205,77.3205,119.035,50.766,43.13225,212.9335,122,1015,408340,0.013,0.808,0.975,5742,-1046,1725,AM,6.922643891475888,12.91985543969019,-4.3428059215206005,-0.0025615908311701035,0.004224420825782436,28.7077989931565,16.721011673151743,23.99266614785993,Units,NA,Europe,44178.047377743205,90.86539,90.38461,90.47619,91.34615,96.15385,94.08867
Austria,2016Q4,2016,4,296.14975,83.975,1.1047250000000002,3.284,59.504,84.681,84.681,109.20524999999999,49.446,52.818,211.4685,122,2083,421161,0.794,0.972,1544,6033,-1574,2727,AM,7.641564441260972,12.950770462362406,-0.23067181773500128,-0.0037372881154712806,0.006474958507554118,26.4255771633301,15.863488372093013,23.590334883720946,Units,NA,Europe,45237.80509215433,91.34615,91.82692,77.14286,91.34615,95.67308,93.59606
Austria,2017Q4,2017,4,292.49925,80.025,1.14755,1.746,54.65925,92.24575,92.24575,95.02974999999999,40.60725,64.61675,200.2535,122,2476,439718,1606,2228,2275,5517,-0.699,1552,AM,7.814399633804487,12.993888891333507,7.381501894506707,-1.5896551880978262e-6,0.003529534838237234,27.0240733573006,11.090891472868222,14.76677790697675,Units,NA,Europe,47549.07904023489,90.86539,91.82692,86.66666,90.86539,96.15385,93.59606
Austria,2018Q4,2018,4,288.18775,75.85000000000001,1.175125,3.4295,50.132999999999996,97.63275,97.63275,85.8,34.20025,70.55449999999999,190.555,122,2420,461331,1613,2120,1707,4883,0.198,2329,AM,7.791522819150732,13.041871068675384,7.385851078125209,4.2919292221853726e-7,0.005048435938621077,27.5228686351806,16.569101562499988,16.331809375,Units,NA,Europe,51525.04643427908,91.34615,90.86539,80.95238,91.34615,97.59615,93.10345
Austria,2019Q4,2019,4,281.625,71.5,1.11845,8.04725,39.916,94.26025,94.26025,82.68425,31.386499999999998,73.294,187.3645,122,1585,476812,0.839,1490,1801,4517,0.443,2614,AM,7.368339686311381,13.07487756220181,-0.1755445725149309,9.290873551840139e-7,0.005482244574381517,NA,15.383007812499997,15.049324218750007,Units,NA,Europe,50277.275087421316,NA,NA,NA,NA,NA,NA
Belgium,2004Q4,2004,4,297.6885,102.47500000000001,1.260225,54.994,96.76650000000001,154.61700000000002,154.61700000000002,85.42125,44.2415,13.40925,143.07175,124,3571,345719,3167,1857,2010,8383,-0.239,3098,AM,8.18060094759445,12.753381585348217,8.06054004653864,-6.913128870556723e-7,0.008961034828863904,36.8776014940468,15.456793893129769,18.886297709923657,Units,2,Europe,35364.375331436844,90.2439,93.59606,71.84466,88.17734,88.99522,90.86539
Belgium,2005Q4,2005,4,300.6135,98.64999999999999,1.222375,54.438,94.68950000000001,152.20974999999999,152.20974999999999,82.95725,46.1745,19.272,148.404,124,2322,364764,1837,2537,2759,8475,-2715,1995,AM,7.7501841622578365,12.80700584810218,7.515889085215125,-0.007443168733756621,0.005469289732539395,37.1512384674383,12.779846153846155,14.031134999999999,Units,2.25,Europe,36795.97688196394,90.2439,93.13725,70.38835,87.25491,88.03828,91.34615
Belgium,2006Q4,2006,4,303.57025,95.07499999999999,1.266175,54.08525,92.9225,150.37725,150.37725,85.501,41.08925,26.60325,153.1935,124,2552,385394,1913,2328,2073,8267,0.239,1850,AM,7.844632644464681,12.862021466600428,7.556427969440253,6.201445793136375e-7,0.004800282308494683,36.9073590378104,12.78038461538462,16.52674884615384,Units,3.5,Europe,38672.70594297675,88.78049,94.14634,73.91304,88.72549,88.51675,92.78846
Belgium,2007Q4,2007,4,307.7065,91.35,1.393075,55.424,82.8195,142.40550000000002,142.40550000000002,84.90575,45.13675,35.25875,165.3015,124,3677,410300,2961,1816,3111,7492,0.067,1496,AM,8.209852481301272,12.924643878430278,7.993282328101591,1.6329514989032416e-7,0.0036461126005361932,36.5602029570355,17.45256704980844,19.614428735632167,Units,4,Europe,44262.89600099543,89.80582,91.74757,72.46377,91.26214,88.99522,93.75
Belgium,2008Q4,2008,4,318.68399999999997,91.075,1.4949,51.1375,78.96925,134.8825,134.8825,103.43350000000001,41.70925,38.65875,183.80149999999998,124,0.447,420149,-0.328,4489,2699,6967,-1095,-1006,AM,-0.8051966843685682,12.948364689251187,NA,-0.002606218270185101,-0.002394388657357271,36.908003614047,32.58267175572519,33.70876145038169,Units,2.5,Europe,48106.89291578797,90.29126,87.86407,67.78846,91.26214,89.42308,92.78846
Belgium,2009Q4,2009,4,348.6945,100.60000000000001,1.412275,67.81700000000001,83.32300000000001,156.2005,156.2005,97.606,50.4405,44.4475,192.494,124,-2021,414798,-2806,-0.006,0.333,7908,-5431,1657,AM,NA,12.935546933725114,NA,-0.013093120024686714,0.003994715500074735,34.0946041389401,31.598494208494223,33.634777606177614,Units,1,Europe,44583.54480708136,90.90909,92.3445,75.35545,87.55981,88.6256,93.36493
Belgium,2010Q4,2010,4,366.56375,102.85,1.319,75.5695,89.633,171.088,171.088,91.05475,55.19325,49.22825,195.476,124,2864,431650,2040,2334,3382,8325,-4088,1624,AM,7.9599745280805365,12.975370353663669,7.620705086838262,-0.009470635931889262,0.0037623074249971042,34.7110398831777,22.49457831325302,26.361271485943774,Units,1,Europe,44141.87814157338,90.95238,92.82297,74.40759,85.64594,89.09953,94.3128
Belgium,2011Q4,2011,4,384.21775,103.375,1.37755,90.11225,100.53775,197.66775,197.66775,82.627,56.6175,47.3055,186.55025,124,1695,448135,0.209,3353,3185,7150,-4330,-1940,AM,7.43543801981455,13.012849805289273,-1.565421027017326,-0.009662266950807234,-0.004329052629230031,35.2762825597903,24.20257936507937,30.077896825396813,Units,1,Europe,47348.52502020163,91.94313,94.3128,78.19905,86.72986,89.67136,92.95775
Belgium,2012Q4,2012,4,407.543,106.475,1.30175,107.491,107.38875,222.8965,222.8965,85.388,53.844500000000004,45.41425,184.6465,124,0.739,460107,0.055,2626,2082,7550,-4319,-0.081,AM,-0.3024573580339353,13.039214350111722,-2.900422093749666,-0.009386946949296577,-1.7604600668974826e-7,35.3661463559419,17.815490196078425,24.584285490196052,Units,NA,Europe,44673.115875590134,91.46919,93.83886,76.30331,86.72986,89.67136,92.95775
Belgium,2013Q4,2013,4,423.046,108.52499999999999,1.329525,111.815,105.346,225.498,225.498,92.06975,63.795249999999996,41.68325,197.5485,124,0.459,470329,-0.101,1248,1167,8450,-3129,0.955,AM,-0.7787050689215919,13.061187728800515,NA,-0.00665278985561171,2.030493548133328e-6,36.1066659080187,14.22903100775193,18.533330620155034,Units,NA,Europe,46744.662544151564,92.891,93.36493,77.72512,87.67773,89.67136,92.95775
Belgium,2014Q4,2014,4,435.98625,109.32499999999999,1.30425,109.96475,95.7535,213.24975,213.24975,106.976,61.7515,54.00925,222.73675,124,1579,486596,1189,0.49,-0.391,8550,-3056,0.772,AM,7.364547014255642,13.095189488993622,7.080867896690782,-0.006280363998059992,1.586531742965417e-6,36.4475478640231,14.131210937500002,18.281921875000005,Units,0.3,Europe,47700.54036011784,91.34615,88.46154,69.52381,84.61539,88.94231,94.08867
Belgium,2015Q4,2015,4,445.5875,108.35000000000001,1.10095,107.5295,89.26275000000001,211.41475,211.41475,120.5285,53.3965,60.2475,234.173,124,2033,501655,1520,0.62,1450,8492,-2414,1383,AM,7.617267813628347,13.125667911412629,7.326465613840322,-0.004812072041542494,0.002756874744595389,34.6807838104686,16.721011673151743,23.99266614785993,Units,NA,Europe,40991.80813814323,91.82692,88.94231,64.7619,88.46154,88.94231,94.58128
Belgium,2016Q4,2016,4,455.8475,107.325,1.1047250000000002,101.82900000000001,84.38125,216.678,216.678,121.5095,49.77425,67.886,239.1695,124,1511,514508,0.848,1770,2204,7842,-2365,0.551,AM,7.32052696227274,13.150966383212129,-0.164874643190234,-0.004596624347920732,1.0709260108686358e-6,32.3624425110531,15.863488372093013,23.590334883720946,Units,NA,Europe,41998.33575023896,92.78846,86.53846,61.90476,88.46154,88.46154,95.56651
Belgium,2017Q4,2017,4,460.57,104.5,1.14755,95.83225,78.3735,222.8425,222.8425,119.10575,42.79025,75.83175,237.72775,124,1965,534496,1600,2224,2059,7108,-0.708,1226,AM,7.583247524303362,13.189079525789674,7.3777589082278725,-1.3246123450877088e-6,0.0022937496258157216,33.7277463926339,11.090891472868222,14.76677790697675,Units,NA,Europe,44288.508040312445,89.90385,85.09615,62.38095,86.53846,87.5,95.07389
Belgium,2018Q4,2018,4,467.275,102.89999999999999,1.175125,95.412,73.32675,226.944,226.944,130.62475,36.189750000000004,73.5165,240.33100000000002,124,1458,555502,1041,2311,2198,5958,-0.74,-1385,AM,7.284820912568604,13.227627488415376,6.947937068614969,-1.3321284171794162e-6,-0.0024932403483695826,33.9927449167192,16.569101562499988,16.331809375,Units,NA,Europe,47491.323259469274,90.38461,83.65385,59.52381,86.05769,88.46154,94.08867
Belgium,2019Q4,2019,4,475.53325,101.52499999999999,1.11845,94.47875,67.179,221.55175,221.55175,132.30175,35.37975,86.3005,253.98149999999998,124,1365,572902,0.861,1249,0.922,5358,-1658,-1227,AM,7.21890970761906,13.258469951401223,-0.14966077455440627,-0.0028940377237293637,-0.002141727555498148,NA,15.383007812499997,15.049324218750007,Units,NA,Europe,46116.69923367995,NA,NA,NA,NA,NA,NA
Canada,2004Q4,2004,4,876.97975,65.68792029236198,0.784232651630823,528.71475,134.26825,705.4905,705.4905,124.3225,37.7565,9.41025,171.48925,156,3087,1094.396,2124,1857,2293,7158,0.768,2345,AM,8.034955024502159,6.997957891890846,7.66105638236183,7.017569508660485e-4,2.142734439818859,52.5142829785197,15.456793893129769,18.886297709923657,Units,2.5,North America,32034.307740842076,92.19512,95.07389,76.21359,94.58128,94.73684,97.11539
Canada,2005Q4,2005,4,883.12175,62.1659960646377,0.8406729879579438,527.9970000000001,146.83175,719.70625,719.70625,108.69875,42.544000000000004,12.17275,163.4155,156,3204,1164.642,2234,2214,2305,6758,1553,1927,AM,8.07215530818825,7.060169022637329,7.711548979629146,1.3334569764786088,1.654585701013702,53.1142470373816,12.779846153846155,14.031134999999999,Units,3.25,North America,36266.187123585274,93.65854,97.05882,72.81554,93.62745,93.77991,93.75
Canada,2006Q4,2006,4,886.6904999999999,59.250919420321345,0.8762075297393366,511.50575,165.8365,724.32975,724.32975,100.562,47.81075,13.98775,162.36075,156,2634,1231.497,1608,2002,1389,6292,1828,1445,AM,7.876258882303226,7.115985781504032,7.382746449738912,1.4843722721208414,1.1733686724368797,54.4530679885973,12.78038461538462,16.52674884615384,Units,4.25,North America,40385.86995547698,95.60976,97.56097,82.6087,93.62745,96.65072,95.67308
Canada,2007Q4,2007,4,891.5745000000001,56.52672771413977,0.9546797386508139,528.552,159.4225,737.6545,737.6545,95.35,42.40075,16.169249999999998,153.92000000000002,156,2072,1290.781,1080,2138,2496,6033,1820,0.823,AM,7.6362696033793735,7.163002740515708,6.984716320118266,1.409999062583041,6.375984772010124e-4,54.8331627292598,17.45256704980844,19.614428735632167,Units,4.25,North America,44543.04103590039,95.14563,94.66019,82.1256,94.17476,96.17225,95.19231
Canada,2008Q4,2008,4,934.319,56.42805681046591,0.9288889423313599,511.2275,214.09175,773.81675,773.81675,94.2585,47.323499999999996,18.92,160.50225,156,1004,1329.101,-0.063,2370,1841,6158,0.184,0.147,AM,6.911747300251674,7.192258052815839,NA,1.3843944139685396e-4,1.1060107546379092e-4,55.1683410309715,32.58267175572519,33.70876145038169,Units,1.5,North America,46594.45095352892,95.63107,95.14563,85.09615,95.63107,96.15385,95.19231
Canada,2009Q4,2009,4,1102.527,70.15733003163652,0.8845303093021051,542.965,314.0775,903.0975000000001,903.0975000000001,116.343,52.00875,31.076999999999998,199.4295,156,-2926,1300.048,-4029,0.299,0.787,8358,-3881,-2909,AM,NA,7.1701564658449115,NA,-2.9852743898686818,-2.237609688257664,53.5026741812117,31.598494208494223,33.634777606177614,Units,0.25,North America,40773.06152897502,96.65072,95.69378,89.09953,96.65072,96.68246,95.26067
Canada,2010Q4,2010,4,1201.17375,72.08935108215165,0.9752530765186462,590.87425,309.681,955.1225,955.1225,143.1465,49.47825,53.4265,246.05124999999998,156,3090,1355.836,1945,1777,2228,8000,-4738,-3562,AM,8.035926369891792,7.212173517233229,7.573017256052546,-3.494522936402338,-2.6271613971011245,52.770415828113,22.49457831325302,26.361271485943774,Units,1,North America,47448.0132198383,96.19048,95.69378,81.04266,96.17225,96.68246,93.83886
Canada,2011Q4,2011,4,1296.72575,73.08630842167206,1.001365087270778,639.3725,301.7385,1000.87825,1000.87825,174.3945,44.502,76.95125,295.84749999999997,156,3146,1427.706,2123,2912,2661,7500,-3309,-2712,AM,8.053887083618223,7.2638242393499075,7.660585461703256,-2.3177040651226513,-1.8995507478430433,53.8083962392606,24.20257936507937,30.077896825396813,Units,1,North America,52087.44638356804,95.26067,96.20853,86.25592,95.7346,94.3662,94.3662
Canada,2012Q4,2012,4,1384.5104999999999,75.76529102830405,1.0017353143317294,714.446,250.4525,1035.79125,1035.79125,197.46375,42.6925,108.5625,348.71925,156,1761,1480.714,0.685,1516,0.993,7325,-2525,-3534,AM,7.473637108496206,7.3002796828574805,-0.3783364407199117,-1.705258409118844,-2.386686422901384,53.0428979797429,17.815490196078425,24.584285490196052,Units,1,North America,52678.39012347717,95.26067,95.26067,89.09953,95.7346,95.30516,94.3662
Canada,2013Q4,2013,4,1477.60925,77.67811841213569,0.9614493089269008,775.0425,244.73325,1105.0529999999999,1105.0529999999999,162.79425,43.21625,166.54575,372.55625,156,2329,1541.785,1251,0.938,0.956,7100,-1495,-3141,AM,7.753194269884341,7.340696115089523,7.1316985104669115,-0.9696553021335659,-2.0372490327769435,53.1394723336899,14.22903100775193,18.533330620155034,Units,1,North America,52652.5936828278,95.26067,97.15639,86.72986,95.26067,95.30516,95.30516
Canada,2014Q4,2014,4,1497.17525,75.05026445277801,0.8991567475028961,812.216,234.38975,1136.73575,1136.73575,119.48825,53.5755,187.376,360.4395,156,2870,1615.388,1828,1907,1974,6925,0.175,-2320,AM,7.962067308753666,7.387330454479923,7.510977752014095,1.0833310634968193e-4,-1.4361874670357835,54.0700413393478,14.131210937500002,18.281921875000005,Units,1,North America,50893.44671375473,94.23077,95.19231,92.85714,97.59615,95.19231,95.56651
Canada,2015Q4,2015,4,1557.1,78.22617542287846,0.7655108565929796,818.52875,253.876,1166.69475,1166.69475,118.299,65.73025,206.37575,390.40525,156,0.659,1642.965,-0.147,1125,1273,6900,-0.062,-3495,AM,-0.41703174447962976,7.404257815314931,NA,-3.77366529414808e-5,-2.127251645652829,54.0111395589094,16.721011673151743,23.99266614785993,Units,0.5,North America,43585.51198177506,95.19231,94.71154,95.2381,93.75,95.67308,96.05911
Canada,2016Q4,2016,4,1625.205,80.23706075692832,0.7628279471785726,834.4395,283.37325,1212.28275,1212.28275,139.42225000000002,59.067750000000004,214.432,412.92224999999996,156,1001,1676.6,-0.047,1429,1414,6992,-0.453,-3088,AM,6.90875477931522,7.4245232122037566,NA,-2.701896695693666e-4,-1.8418227364905166,54.3630746164171,15.863488372093013,23.590334883720946,Units,0.5,North America,42322.48478030384,96.15385,95.19231,93.80952,94.23077,96.63461,96.05911
Canada,2017Q4,2017,4,1701.6185,79.47590256254068,0.7802356864927715,869.33575,294.604,1263.9095,1263.9095,156.0515,56.11525,225.5425,437.709,156,3171,1762.337,1928,1597,1833,6342,-0.126,-2811,AM,8.061802274538348,7.4743960481401714,7.564238475170491,-7.149597381204617e-5,-1.5950411300449348,54.9120234604106,11.090891472868222,14.76677790697675,Units,1,North America,45148.55270616548,95.67308,97.11539,88.09524,97.59615,95.67308,96.05911
Canada,2018Q4,2018,4,1746.45175,78.5320071497926,0.7601386021314558,897.5295,306.295,1306.9565,1306.9565,148.52100000000002,62.76225,228.2115,439.49525,156,2014,1841.626,0.63,2268,2054,5833,-0.397,-2496,AM,7.607878073278507,7.518404156026081,-0.4620354595965587,-2.1557037096565752e-4,-1.3553240451644362,55.0517681860965,16.569101562499988,16.331809375,Units,1.75,North America,46313.17137129609,94.71154,94.71154,84.7619,93.75,94.71154,96.05911
Canada,2019Q4,2019,4,1801.02225,78.17636278764363,0.758330836367889,939.20675,321.231,1364.215,1364.215,136.92725000000002,65.93,233.94975,436.80725,156,1636,1904.393,0.193,1949,2062,5667,-0.393,-1970,AM,7.400009517162692,7.551918601615226,-1.6450650900772514,-2.0636496773512612e-4,-1.0344503471709883,NA,15.383007812499997,15.049324218750007,Units,1.75,North America,46194.725225516726,NA,NA,NA,NA,NA,NA
Czech Republic,2004Q4,2004,4,885.5085,30.025000000000002,0.03984716735733768,267.6795,482.44925,750.1285,750.1285,72.69025,46.46475,16.225,135.38,935,4907,211575,4879,2749,2710,8344,-2381,-3736,AM,8.498418036089904,12.262334824538307,8.492695559815838,-0.011253692544015126,-0.017658040883847335,18.8976019507406,15.456793893129769,18.886297709923657,NA,NA,Europe,11685.887240723441,69.7561,78.32513,68.4466,79.31035,72.72727,80.28846
Czech Republic,2005Q4,2005,4,903.5930000000001,28.275,0.04124110656848709,263.0625,420.704,683.7660000000001,683.7660000000001,103.511,90.09100000000001,26.225,219.827,935,6533,232418,6497,1878,2261,7932,-2991,-2105,AM,8.78462153484075,12.356292753628404,8.77909581088053,-0.012869054892478207,-0.009056957722723713,17.6665064183334,12.779846153846155,14.031134999999999,NA,NA,Europe,13346.176389885748,68.29269,76.96078,77.66991,80.39216,79.42583,75.96154
Czech Republic,2006Q4,2006,4,954.72375,28.000000000000004,0.04488385287337155,286.0895,411.4985,697.58775,697.58775,111.78450000000001,112.12700000000001,33.225,257.13625,935,6854,255863,6595,2523,1720,7128,-2172,-2466,AM,8.832587702434553,12.452397423964484,8.794067065151415,-0.008488917897468567,-0.009637970320054092,17.69711921401,12.78038461538462,16.52674884615384,NA,NA,Europe,15183.636054137549,67.80488,83.41463,85.50725,83.33334,76.55502,77.40385
Czech Republic,2007Q4,2007,4,1021.38525,27.474999999999998,0.0503203076841313,305.37175,435.16049999999996,740.53225,740.53225,122.91975,119.8085,38.125,280.85325,935,5603,277457,5287,2873,5435,5306,-0.654,-4612,AM,8.631057447565285,12.533421245206911,8.57300625623545,-2.357122004490786e-6,-0.016622395542372333,17.8481636856974,17.45256704980844,19.614428735632167,NA,NA,Europe,18373.64899769132,65.53398,78.15534,83.09179,81.5534,79.9043,79.32692
Czech Republic,2008Q4,2008,4,1096.74975,27.650000000000002,0.05950890856910226,351.95125,435.8355,787.7865,787.7865,132.25675,134.85649999999998,41.849999999999994,308.9635,935,2682,290440,1797,6318,3666,4381,-1980,-1870,AM,7.894318063841624,12.579152293494182,7.493873886783559,-0.006817242804021485,-0.0064385070926869575,16.1329278645532,32.58267175572519,33.70876145038169,NA,NA,Europe,22698.853957260453,66.99029,79.61165,85.57692,84.95145,80.76923,81.73077
Czech Republic,2009Q4,2009,4,1253.5315,31.575,0.05396085975831805,416.9355,470.035,886.9705,886.9705,176.20274999999998,138.0085,52.35,366.5615,935,-4803,278600,-5555,1029,0.994,6706,-5450,-2270,AM,NA,12.537532340327843,NA,-0.019562096195262023,-0.008147882268485283,14.7375349299092,31.598494208494223,33.634777606177614,NA,NA,Europe,19741.597627982617,69.37799,77.03349,79.14692,87.08134,81.04266,81.04266
Czech Republic,2010Q4,2010,4,1432.57125,36.35,0.05238082947477861,450.87375,549.5550000000001,1000.4285,1000.4285,227.2725,142.27025,62.6,432.14300000000003,935,2273,288254,1919,1473,2298,7284,-4190,-3578,AM,7.728855823852543,12.57159731487804,7.5595594960077,-0.014535791350683771,-0.012412663831204424,13.9407314504394,22.49457831325302,26.361271485943774,NA,NA,Europe,19808.071091251848,66.66666,78.4689,82.93839,86.1244,80.09479,78.67299
